Data as of,Start week,End Week,State,Sex,Age group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
08/19/2020,02/01/2020,08/15/2020,United States,All,Under 1 year,17,9514,87,2,16,118,
08/19/2020,02/01/2020,08/15/2020,United States,All,1-4 years,12,1840,61,2,41,112,
08/19/2020,02/01/2020,08/15/2020,United States,All,5-14 years,27,2820,92,8,51,162,
08/19/2020,02/01/2020,08/15/2020,United States,All,15-24 years,264,17838,356,90,52,578,
08/19/2020,02/01/2020,08/15/2020,United States,All,25-34 years,1201,37040,1364,532,150,2169,
08/19/2020,02/01/2020,08/15/2020,United States,All,35-44 years,3126,52475,3015,1350,245,5007,
08/19/2020,02/01/2020,08/15/2020,United States,All,45-54 years,8242,97225,7792,3727,575,12778,
08/19/2020,02/01/2020,08/15/2020,United States,All,55-64 years,19729,223744,20965,9286,1228,32418,
08/19/2020,02/01/2020,08/15/2020,United States,All,65-74 years,33410,339355,35633,15649,1432,54593,
08/19/2020,02/01/2020,08/15/2020,United States,All,75-84 years,41530,415968,44545,18914,1462,68422,
08/19/2020,02/01/2020,08/15/2020,United States,All,85 years and over,49855,519942,49030,19627,1371,80457,
08/19/2020,02/01/2020,08/15/2020,United States,All,All ages,157413,1717761,162940,69187,6623,256814,
08/19/2020,02/01/2020,08/15/2020,United States,Male,Under 1 year,12,5273,56,2,8,74,
08/19/2020,02/01/2020,08/15/2020,United States,Male,1-4 years,6,1076,32,1,25,62,
08/19/2020,02/01/2020,08/15/2020,United States,Male,5-14 years,20,1676,48,7,23,84,
08/19/2020,02/01/2020,08/15/2020,United States,Male,15-24 years,167,13187,221,57,27,355,
08/19/2020,02/01/2020,08/15/2020,United States,Male,25-34 years,809,26097,851,358,76,1369,
08/19/2020,02/01/2020,08/15/2020,United States,Male,35-44 years,2163,34536,1926,940,132,3258,
08/19/2020,02/01/2020,08/15/2020,United States,Male,45-54 years,5663,61155,4878,2576,341,8234,
08/19/2020,02/01/2020,08/15/2020,United States,Male,55-64 years,12916,137865,12797,6024,698,20238,
