Data as of,Start week,End Week,State,Sex,Age group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
10/14/2020,02/01/2020,10/10/2020,United States,All Sexes,All Ages,203043,2203637,207687,92095,6722,324356,
10/14/2020,02/01/2020,10/10/2020,United States,All Sexes,Under 1 year,22,12405,114,3,16,149,
10/14/2020,02/01/2020,10/10/2020,United States,All Sexes,0-17 years,102,21996,340,16,124,550,
10/14/2020,02/01/2020,10/10/2020,United States,All Sexes,1-4 years,15,2351,77,2,42,132,
10/14/2020,02/01/2020,10/10/2020,United States,All Sexes,5-14 years,37,3690,107,7,53,190,
10/14/2020,02/01/2020,10/10/2020,United States,All Sexes,15-24 years,374,23838,482,134,55,773,
10/14/2020,02/01/2020,10/10/2020,United States,All Sexes,18-29 years,910,42185,1130,379,102,1753,
10/14/2020,02/01/2020,10/10/2020,United States,All Sexes,25-34 years,1588,48782,1759,709,151,2775,
10/14/2020,02/01/2020,10/10/2020,United States,All Sexes,30-49 years,9365,146412,8745,4214,568,14385,
10/14/2020,02/01/2020,10/10/2020,United States,All Sexes,35-44 years,4119,68966,3941,1829,249,6450,
10/14/2020,02/01/2020,10/10/2020,United States,All Sexes,45-54 years,10837,126245,10231,5093,580,16450,
10/14/2020,02/01/2020,10/10/2020,United States,All Sexes,50-64 years,32586,364430,33847,15884,1596,51862,
10/14/2020,02/01/2020,10/10/2020,United States,All Sexes,55-64 years,25971,288746,27351,12716,1244,41631,
10/14/2020,02/01/2020,10/10/2020,United States,All Sexes,65-74 years,43927,437155,46301,21400,1458,70045,
10/14/2020,02/01/2020,10/10/2020,United States,All Sexes,75-84 years,53796,532277,56738,25174,1484,86635,
10/14/2020,02/01/2020,10/10/2020,United States,All Sexes,85 years and over,62357,659182,60586,25028,1390,99126,
10/14/2020,02/01/2020,10/10/2020,United States,Male,All Ages,109838,1150340,113967,52029,3465,174627,
10/14/2020,02/01/2020,10/10/2020,United States,Male,Under 1 year,15,6880,68,2,8,89,
10/14/2020,02/01/2020,10/10/2020,United States,Male,0-17 years,60,12952,187,10,65,302,
10/14/2020,02/01/2020,10/10/2020,United States,Male,1-4 years,7,1376,38,1,25,69,
10/14/2020,02/01/2020,10/10/2020,United States,Male,5-14 years,24,2194,54,6,24,96,
10/14/2020,02/01/2020,10/10/2020,United States,Male,15-24 years,230,17660,296,83,27,467,
10/14/2020,02/01/2020,10/10/2020,United States,Male,18-29 years,586,30961,694,229,53,1097,
10/14/2020,02/01/2020,10/10/2020,United States,Male,25-34 years,1047,34488,1094,457,76,1751,
10/14/2020,02/01/2020,10/10/2020,United States,Male,30-49 years,6399,96127,5516,2887,306,9278,
10/14/2020,02/01/2020,10/10/2020,United States,Male,35-44 years,2803,45471,2486,1242,133,4157,
10/14/2020,02/01/2020,10/10/2020,United States,Male,45-54 years,7377,79416,6399,3484,345,10565,
10/14/2020,02/01/2020,10/10/2020,United States,Male,50-64 years,21267,225206,20706,10323,921,32378,
10/14/2020,02/01/2020,10/10/2020,United States,Male,55-64 years,16809,177761,16668,8174,707,25861,
10/14/2020,02/01/2020,10/10/2020,United States,Male,65-74 years,26924,253838,27849,13226,813,42205,
10/14/2020,02/01/2020,10/10/2020,United States,Male,75-84 years,29620,276606,31786,14250,740,47778,
10/14/2020,02/01/2020,10/10/2020,United States,Male,85 years and over,24982,254650,27229,11104,567,41589,
10/14/2020,02/01/2020,10/10/2020,United States,Female,All Ages,93198,1053209,93713,40062,3256,149718,
10/14/2020,02/01/2020,10/10/2020,United States,Female,Under 1 year,7,5505,46,1,8,60,
10/14/2020,02/01/2020,10/10/2020,United States,Female,0-17 years,42,9023,153,6,59,248,
10/14/2020,02/01/2020,10/10/2020,United States,Female,1-4 years,8,975,39,1,17,63,
10/14/2020,02/01/2020,10/10/2020,United States,Female,5-14 years,13,1496,53,1,29,94,
10/14/2020,02/01/2020,10/10/2020,United States,Female,15-24 years,144,6176,186,51,28,306,
