Data as of,Start week,End Week,State,Sex,Age group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
09/02/2020,02/01/2020,08/29/2020,United States,All Sexes,All Ages,170566,1841678,175096,75771,6660,275565,
09/02/2020,02/01/2020,08/29/2020,United States,All Sexes,Under 1 year,18,10185,94,2,16,126,
09/02/2020,02/01/2020,08/29/2020,United States,All Sexes,0-17 years,85,18063,286,16,122,477,
09/02/2020,02/01/2020,08/29/2020,United States,All Sexes,1-4 years,14,1967,67,2,42,121,
09/02/2020,02/01/2020,08/29/2020,United States,All Sexes,5-14 years,28,3027,93,8,51,164,
09/02/2020,02/01/2020,08/29/2020,United States,All Sexes,15-24 years,300,19318,393,105,52,636,
09/02/2020,02/01/2020,08/29/2020,United States,All Sexes,18-29 years,741,34386,949,305,99,1474,
09/02/2020,02/01/2020,08/29/2020,United States,All Sexes,25-34 years,1318,40030,1477,585,151,2347,
09/02/2020,02/01/2020,08/29/2020,United States,All Sexes,30-49 years,7782,120655,7236,3432,565,12073,
09/02/2020,02/01/2020,08/29/2020,United States,All Sexes,35-44 years,3450,56730,3281,1505,247,5444,
09/02/2020,02/01/2020,08/29/2020,United States,All Sexes,45-54 years,9047,104779,8474,4140,577,13853,
09/02/2020,02/01/2020,08/29/2020,United States,All Sexes,50-64 years,27119,303222,28149,12887,1585,43682,
09/02/2020,02/01/2020,08/29/2020,United States,All Sexes,55-64 years,21552,240290,22741,10293,1235,35015,
09/02/2020,02/01/2020,08/29/2020,United States,All Sexes,65-74 years,36434,364438,38531,17286,1440,58885,
09/02/2020,02/01/2020,08/29/2020,United States,All Sexes,75-84 years,45022,445660,47818,20673,1470,73434,
09/02/2020,02/01/2020,08/29/2020,United States,All Sexes,85 years and over,53383,555254,52127,21172,1379,85540,
09/02/2020,02/01/2020,08/29/2020,United States,Male,Under 1 year,13,5633,61,2,8,80,
09/02/2020,02/01/2020,08/29/2020,United States,Male,0-17 years,53,10622,162,11,64,268,
09/02/2020,02/01/2020,08/29/2020,United States,Male,1-4 years,7,1153,32,1,25,63,
09/02/2020,02/01/2020,08/29/2020,United States,Male,5-14 years,20,1801,49,7,23,85,
09/02/2020,02/01/2020,08/29/2020,United States,Male,15-24 years,187,14305,244,65,27,390,
09/02/2020,02/01/2020,08/29/2020,United States,Male,18-29 years,485,25217,586,188,53,929,
09/02/2020,02/01/2020,08/29/2020,United States,Male,25-34 years,878,28228,920,384,76,1481,
09/02/2020,02/01/2020,08/29/2020,United States,Male,30-49 years,5360,79135,4590,2380,304,7818,
09/02/2020,02/01/2020,08/29/2020,United States,Male,35-44 years,2369,37380,2088,1036,132,3530,
09/02/2020,02/01/2020,08/29/2020,United States,Male,45-54 years,6183,65899,5307,2840,342,8920,
09/02/2020,02/01/2020,08/29/2020,United States,Male,50-64 years,17827,187479,17255,8429,913,27373,
09/02/2020,02/01/2020,08/29/2020,United States,Male,55-64 years,14068,148054,13892,6673,701,21839,
09/02/2020,02/01/2020,08/29/2020,United States,Male,65-74 years,22446,211882,23157,10714,804,35539,
09/02/2020,02/01/2020,08/29/2020,United States,Male,75-84 years,24762,231691,26744,11664,730,40458,
09/02/2020,02/01/2020,08/29/2020,United States,Male,85 years and over,21188,214369,23213,9253,563,35626,
09/02/2020,02/01/2020,08/29/2020,United States,Male,All Ages,92121,960395,95707,42639,3431,148011,
09/02/2020,02/01/2020,08/29/2020,United States,Female,Under 1 year,5,4537,33,0,8,46,
09/02/2020,02/01/2020,08/29/2020,United States,Female,0-17 years,32,7425,124,5,58,209,
09/02/2020,02/01/2020,08/29/2020,United States,Female,1-4 years,7,814,35,1,17,58,
09/02/2020,02/01/2020,08/29/2020,United States,Female,5-14 years,8,1226,44,1,28,79,
09/02/2020,02/01/2020,08/29/2020,United States,Female,15-24 years,113,5012,149,40,25,246,
09/02/2020,02/01/2020,08/29/2020,United States,Female,18-29 years,256,9169,363,117,46,545,
09/02/2020,02/01/2020,08/29/2020,United States,Female,25-34 years,440,11800,557,201,75,866,
09/02/2020,02/01/2020,08/29/2020,United States,Female,30-49 years,2422,41514,2646,1052,261,4255,
09/02/2020,02/01/2020,08/29/2020,United States,Female,35-44 years,1081,19347,1193,469,115,1914,
09/02/2020,02/01/2020,08/29/2020,United States,Female,45-54 years,2863,38877,3166,1299,235,4932,
09/02/2020,02/01/2020,08/29/2020,United States,Female,50-64 years,9291,115734,10892,4457,671,16306,
09/02/2020,02/01/2020,08/29/2020,United States,Female,55-64 years,7484,92229,8848,3620,533,13174,
09/02/2020,02/01/2020,08/29/2020,United States,Female,65-74 years,13987,152546,15373,6571,636,23345,
09/02/2020,02/01/2020,08/29/2020,United States,Female,75-84 years,20259,213956,21073,9008,740,32975,
09/02/2020,02/01/2020,08/29/2020,United States,Female,85 years and over,32194,340862,28913,11918,816,49913,
09/02/2020,02/01/2020,08/29/2020,United States,Female,All Ages,78441,881206,79384,33128,3228,127548,
09/02/2020,02/01/2020,08/29/2020,United States,Unknown,Under 1 year,0,15,0,0,0,0,
09/02/2020,02/01/2020,08/29/2020,United States,Unknown,0-17 years,0,16,0,0,0,0,
09/02/2020,02/01/2020,08/29/2020,United States,Unknown,1-4 years,0,0,0,0,0,0,
09/02/2020,02/01/2020,08/29/2020,United States,Unknown,5-14 years,0,0,0,0,0,0,
09/02/2020,02/01/2020,08/29/2020,United States,Unknown,15-24 years,0,1,0,0,0,0,
09/02/2020,02/01/2020,08/29/2020,United States,Unknown,18-29 years,0,0,0,0,0,0,
09/02/2020,02/01/2020,08/29/2020,United States,Unknown,25-34 years,0,2,0,0,0,0,
09/02/2020,02/01/2020,08/29/2020,United States,Unknown,30-49 years,0,6,0,0,0,0,
09/02/2020,02/01/2020,08/29/2020,United States,Unknown,35-44 years,0,3,0,0,0,0,
09/02/2020,02/01/2020,08/29/2020,United States,Unknown,45-54 years,1,3,1,1,0,1,
09/02/2020,02/01/2020,08/29/2020,United States,Unknown,50-64 years,1,9,2,1,1,3,
09/02/2020,02/01/2020,08/29/2020,United States,Unknown,55-64 years,0,7,1,0,1,2,
09/02/2020,02/01/2020,08/29/2020,United States,Unknown,65-74 years,1,10,1,1,0,1,
09/02/2020,02/01/2020,08/29/2020,United States,Unknown,75-84 years,1,13,1,1,0,1,
09/02/2020,02/01/2020,08/29/2020,United States,Unknown,85 years and over,1,23,1,1,0,1,
09/02/2020,02/01/2020,08/29/2020,United States,Unknown,All Ages,4,77,5,4,1,6,
09/02/2020,02/01/2020,08/29/2020,Alabama,Male,Under 1 year,,108,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/02/2020,02/01/2020,08/29/2020,Alabama,Male,0-17 years,,213,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/02/2020,02/01/2020,08/29/2020,Alabama,Male,1-4 years,0,20,0,0,0,0,
09/02/2020,02/01/2020,08/29/2020,Alabama,Male,5-14 years,0,40,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/02/2020,02/01/2020,08/29/2020,Alabama,Male,15-24 years,,278,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/02/2020,02/01/2020,08/29/2020,Alabama,Male,18-29 years,,461,,,,14,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/02/2020,02/01/2020,08/29/2020,Alabama,Male,25-34 years,14,512,15,,,24,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/02/2020,02/01/2020,08/29/2020,Alabama,Male,30-49 years,73,1540,71,25,,122,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/02/2020,02/01/2020,08/29/2020,Alabama,Male,35-44 years,31,751,39,13,,59,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/02/2020,02/01/2020,08/29/2020,Alabama,Male,45-54 years,94,1319,67,24,,143,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/02/2020,02/01/2020,08/29/2020,Alabama,Male,50-64 years,262,3839,257,79,21,461,
09/02/2020,02/01/2020,08/29/2020,Alabama,Male,55-64 years,201,3025,212,62,16,367,
09/02/2020,02/01/2020,08/29/2020,Alabama,Male,65-74 years,363,4143,366,122,17,623,
09/02/2020,02/01/2020,08/29/2020,Alabama,Male,75-84 years,369,4294,378,123,,631,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/02/2020,02/01/2020,08/29/2020,Alabama,Male,85 years and over,249,3016,259,82,,432,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/02/2020,02/01/2020,08/29/2020,Alabama,Male,All Ages,1324,17506,1338,433,60,2286,
09/02/2020,02/01/2020,08/29/2020,Alabama,Female,Under 1 year,0,76,0,0,0,0,
09/02/2020,02/01/2020,08/29/2020,Alabama,Female,0-17 years,0,127,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/02/2020,02/01/2020,08/29/2020,Alabama,Female,1-4 years,0,19,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/02/2020,02/01/2020,08/29/2020,Alabama,Female,5-14 years,0,21,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/02/2020,02/01/2020,08/29/2020,Alabama,Female,15-24 years,0,105,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/02/2020,02/01/2020,08/29/2020,Alabama,Female,18-29 years,,170,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/02/2020,02/01/2020,08/29/2020,Alabama,Female,25-34 years,,226,14,,,18,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/02/2020,02/01/2020,08/29/2020,Alabama,Female,30-49 years,50,898,43,12,,86,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/02/2020,02/01/2020,08/29/2020,Alabama,Female,35-44 years,23,413,16,,,37,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/02/2020,02/01/2020,08/29/2020,Alabama,Female,45-54 years,69,880,56,18,,112,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/02/2020,02/01/2020,08/29/2020,Alabama,Female,50-64 years,200,2546,235,55,13,392,
09/02/2020,02/01/2020,08/29/2020,Alabama,Female,55-64 years,152,2001,195,41,,314,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/02/2020,02/01/2020,08/29/2020,Alabama,Female,65-74 years,286,3177,256,98,12,456,
09/02/2020,02/01/2020,08/29/2020,Alabama,Female,75-84 years,329,4265,331,111,,555,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/02/2020,02/01/2020,08/29/2020,Alabama,Female,85 years and over,419,5148,331,123,,629,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
09/02/2020,02/01/2020,08/29/2020,Alabama,Female,All Ages,1285,16331,1205,400,40,2128,
09/02/2020,02/01/2020,08/29/2020,Alabama,Unknown,Under 1 year,0,0,0,0,0,0,
09/02/2020,02/01/2020,08/29/2020,Alabama,Unknown,0-17 years,0,0,0,0,0,0,
09/02/2020,02/01/2020,08/29/2020,Alabama,Unknown,1-4 years,0,0,0,0,0,0,
09/02/2020,02/01/2020,08/29/2020,Alabama,Unknown,5-14 years,0,0,0,0,0,0,
09/02/2020,02/01/2020,08/29/2020,Alabama,Unknown,15-24 years,0,0,0,0,0,0,
09/02/2020,02/01/2020,08/29/2020,Alabama,Unknown,18-29 years,0,0,0,0,0,0,
09/02/2020,02/01/2020,08/29/2020,Alabama,Unknown,25-34 years,0,0,0,0,0,0,
09/02/2020,02/01/2020,08/29/2020,Alabama,Unknown,30-49 years,0,0,0,0,0,0,
09/02/2020,02/01/2020,08/29/2020,Alabama,Unknown,35-44 years,0,0,0,0,0,0,
09/02/2020,02/01/2020,08/29/2020,Alabama,Unknown,45-54 years,0,0,0,0,0,0,
09/02/2020,02/01/2020,08/29/2020,Alabama,Unknown,50-64 years,0,0,0,0,0,0,
09/02/2020,02/01/2020,08/29/2020,Alabama,Unknown,55-64 years,0,0,0,0,0,0,
09/02/2020,02/01/2020,08/29/2020,Alabama,Unknown,65-74 years,0,0,0,0,0,0,
09/02/2020,02/01/2020,08/29/2020,Alabama,Unknown,75-84 years,0,0,0,0,0,0,
09/02/2020,02/01/2020,08/29/2020,Alabama,Unknown,85 years and over,0,0,0,0,0,0,
09/02/2020,02/01/2020,08/29/2020,Alabama,Unknown,All Ages,0,0,0,0,0,0,
09/02/2020,02/01/2020,08/29/2020,Alabama,All Sexes,All Ages,2609,33837,2543,833,100,4414,
09/02/2020,02/01/2020,08/29/2020,Alaska,Male,Under 1 year,0,10,0,0,0,0,
09/02/2020,02/01/2020,08/29/2020,Alaska,Male,0-17 years,0,28,0,0,0,0,
09/02/2020,02/01/2020,08/29/2020,Alaska,Male,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
