Data as of,Start week,End Week,State,Sex,Age group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
06/17/2020,02/01/2020,06/13/2020,United States,All,Under 1 year,8,6157,58,2,14,78,
06/17/2020,02/01/2020,06/13/2020,United States,All,1-4 years,5,1196,46,2,40,89,
06/17/2020,02/01/2020,06/13/2020,United States,All,5-14 years,13,1755,59,3,46,115,
06/17/2020,02/01/2020,06/13/2020,United States,All,15-24 years,125,10968,221,39,50,353,
06/17/2020,02/01/2020,06/13/2020,United States,All,25-34 years,699,23273,836,309,143,1356,
06/17/2020,02/01/2020,06/13/2020,United States,All,35-44 years,1780,33377,1890,751,232,3126,
06/17/2020,02/01/2020,06/13/2020,United States,All,45-54 years,4976,63186,5007,2192,557,8247,
06/17/2020,02/01/2020,06/13/2020,United States,All,55-64 years,12307,148510,14011,5622,1191,21679,
06/17/2020,02/01/2020,06/13/2020,United States,All,65-74 years,21462,228135,24223,9827,1394,37028,
06/17/2020,02/01/2020,06/13/2020,United States,All,75-84 years,27529,283801,31038,12344,1422,47451,
06/17/2020,02/01/2020,06/13/2020,United States,All,85 years and over,34435,360298,35908,13722,1330,57789,
06/17/2020,02/01/2020,06/13/2020,United States,All,All Ages,103339,1160656,113297,44813,6419,177311,
06/17/2020,02/01/2020,06/13/2020,United States,Male,Under 1 year,4,3444,39,2,8,49,
06/17/2020,02/01/2020,06/13/2020,United States,Male,1-4 years,2,683,23,1,24,48,
06/17/2020,02/01/2020,06/13/2020,United States,Male,5-14 years,11,1060,29,3,19,56,
06/17/2020,02/01/2020,06/13/2020,United States,Male,15-24 years,80,8104,134,22,26,215,
06/17/2020,02/01/2020,06/13/2020,United States,Male,25-34 years,478,16266,529,216,73,855,
06/17/2020,02/01/2020,06/13/2020,United States,Male,35-44 years,1269,21884,1222,534,120,2058,
06/17/2020,02/01/2020,06/13/2020,United States,Male,45-54 years,3499,39566,3162,1557,327,5362,
06/17/2020,02/01/2020,06/13/2020,United States,Male,55-64 years,8134,91366,8551,3674,678,13547,
06/17/2020,02/01/2020,06/13/2020,United States,Male,65-74 years,13329,132368,14472,6110,773,22320,
06/17/2020,02/01/2020,06/13/2020,United States,Male,75-84 years,15077,147385,17244,6895,704,26021,
06/17/2020,02/01/2020,06/13/2020,United States,Male,85 years and over,13450,138770,15660,5838,540,23735,
06/17/2020,02/01/2020,06/13/2020,United States,Male,All ages,55333,600896,61065,24852,3292,94266,
06/17/2020,02/01/2020,06/13/2020,United States,Female,Under 1 year,4,2703,19,0,6,29,
06/17/2020,02/01/2020,06/13/2020,United States,Female,1-4 years,3,513,23,1,16,41,
06/17/2020,02/01/2020,06/13/2020,United States,Female,5-14 years,2,695,30,0,27,59,
06/17/2020,02/01/2020,06/13/2020,United States,Female,15-24 years,45,2863,87,17,24,138,
06/17/2020,02/01/2020,06/13/2020,United States,Female,25-34 years,221,7006,307,93,70,501,
06/17/2020,02/01/2020,06/13/2020,United States,Female,35-44 years,511,11491,668,217,112,1068,
06/17/2020,02/01/2020,06/13/2020,United States,Female,45-54 years,1477,23618,1845,635,230,2885,
06/17/2020,02/01/2020,06/13/2020,United States,Female,55-64 years,4173,57140,5459,1948,513,8131,
06/17/2020,02/01/2020,06/13/2020,United States,Female,65-74 years,8133,95761,9751,3717,621,14708,
06/17/2020,02/01/2020,06/13/2020,United States,Female,75-84 years,12451,136411,13793,5448,718,21429,
06/17/2020,02/01/2020,06/13/2020,United States,Female,85 years and over,20984,221511,20247,7883,790,34053,
06/17/2020,02/01/2020,06/13/2020,United States,Female,All ages,48004,559712,52229,19959,3127,83042,
06/17/2020,02/01/2020,06/13/2020,United States,Unknown,All ages,2,48,3,2,0,3,
06/17/2020,02/01/2020,06/13/2020,United States Total,All,All Ages,103339,1160656,113297,44813,6419,177311,
06/17/2020,02/01/2020,06/13/2020,Alabama,Male,Under 1 year,0,69,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/17/2020,02/01/2020,06/13/2020,Alabama,Male,1-4 years,0,15,0,0,0,0,
06/17/2020,02/01/2020,06/13/2020,Alabama,Male,5-14 years,0,25,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/17/2020,02/01/2020,06/13/2020,Alabama,Male,15-24 years,0,154,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/17/2020,02/01/2020,06/13/2020,Alabama,Male,25-34 years,,274,,0,,11,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/17/2020,02/01/2020,06/13/2020,Alabama,Male,35-44 years,,402,20,,,23,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/17/2020,02/01/2020,06/13/2020,Alabama,Male,45-54 years,34,762,38,,,70,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/17/2020,02/01/2020,06/13/2020,Alabama,Male,55-64 years,58,1797,122,13,15,182,
06/17/2020,02/01/2020,06/13/2020,Alabama,Male,65-74 years,112,2455,184,29,15,282,
06/17/2020,02/01/2020,06/13/2020,Alabama,Male,75-84 years,102,2538,217,32,,294,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/17/2020,02/01/2020,06/13/2020,Alabama,Male,85 years and over,95,1828,145,29,,217,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/17/2020,02/01/2020,06/13/2020,Alabama,Male,All ages,409,10319,735,115,55,1083,
06/17/2020,02/01/2020,06/13/2020,Alabama,Female,Under 1 year,0,41,0,0,0,0,
06/17/2020,02/01/2020,06/13/2020,Alabama,Female,1-4 years,0,14,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/17/2020,02/01/2020,06/13/2020,Alabama,Female,5-14 years,0,13,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/17/2020,02/01/2020,06/13/2020,Alabama,Female,15-24 years,0,57,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/17/2020,02/01/2020,06/13/2020,Alabama,Female,25-34 years,,133,,,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/17/2020,02/01/2020,06/13/2020,Alabama,Female,35-44 years,,240,,,,18,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/17/2020,02/01/2020,06/13/2020,Alabama,Female,45-54 years,18,508,27,,,47,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/17/2020,02/01/2020,06/13/2020,Alabama,Female,55-64 years,44,1195,108,,,151,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/17/2020,02/01/2020,06/13/2020,Alabama,Female,65-74 years,77,1852,121,27,11,182,
06/17/2020,02/01/2020,06/13/2020,Alabama,Female,75-84 years,89,2497,172,33,,233,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/17/2020,02/01/2020,06/13/2020,Alabama,Female,85 years and over,103,3083,161,31,,235,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
06/17/2020,02/01/2020,06/13/2020,Alabama,Female,All ages,340,9633,605,104,37,876,
06/17/2020,02/01/2020,06/13/2020,Alabama,Unknown,All ages,0,0,0,0,0,0,
06/17/2020,02/01/2020,06/13/2020,Alabama Total,All,All Ages,749,19952,1340,219,92,1959,
