Data as of,Start week,End Week,State,Sex,Age group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
05/06/2020,02/01/2020,05/02/2020,United States,All Sexes,Under 1 year,4,3951,36,1,11,50,
05/06/2020,02/01/2020,05/02/2020,United States,All Sexes,1-4 years,2,780,33,2,33,66,
05/06/2020,02/01/2020,05/02/2020,United States,All Sexes,5-14 years,4,1146,38,0,41,83,
05/06/2020,02/01/2020,05/02/2020,United States,All Sexes,15-24 years,48,6843,143,18,41,211,
05/06/2020,02/01/2020,05/02/2020,United States,All Sexes,25-34 years,317,14629,496,134,133,800,
05/06/2020,02/01/2020,05/02/2020,United States,All Sexes,35-44 years,796,21021,1109,307,210,1784,
05/06/2020,02/01/2020,05/02/2020,United States,All Sexes,45-54 years,2262,40725,2951,943,522,4699,
05/06/2020,02/01/2020,05/02/2020,United States,All Sexes,55-64 years,5422,97716,8521,2390,1108,12464,
05/06/2020,02/01/2020,05/02/2020,United States,All Sexes,65-74 years,9359,151727,14646,4164,1305,20935,
05/06/2020,02/01/2020,05/02/2020,United States,All Sexes,75-84 years,12026,190511,19415,5461,1328,27141,
05/06/2020,02/01/2020,05/02/2020,United States,All Sexes,85 years and over,13776,242588,22863,6033,1239,31709,
05/06/2020,02/01/2020,05/02/2020,United States,All Sexes Total,All Ages,44016,771637,70251,19453,5971,99942,
05/06/2020,02/01/2020,05/02/2020,United States,Male,Under 1 year,2,2172,24,1,5,30,
05/06/2020,02/01/2020,05/02/2020,United States,Male,1-4 years,1,439,18,1,19,37,
05/06/2020,02/01/2020,05/02/2020,United States,Male,5-14 years,3,667,17,0,17,37,
05/06/2020,02/01/2020,05/02/2020,United States,Male,15-24 years,32,5045,88,12,22,127,
05/06/2020,02/01/2020,05/02/2020,United States,Male,25-34 years,222,10165,309,100,69,492,
05/06/2020,02/01/2020,05/02/2020,United States,Male,35-44 years,577,13674,705,224,112,1152,
05/06/2020,02/01/2020,05/02/2020,United States,Male,45-54 years,1612,25249,1805,679,310,2983,
05/06/2020,02/01/2020,05/02/2020,United States,Male,55-64 years,3621,59721,5157,1586,633,7691,
05/06/2020,02/01/2020,05/02/2020,United States,Male,65-74 years,5918,87956,8712,2621,719,12592,
05/06/2020,02/01/2020,05/02/2020,United States,Male,75-84 years,6801,98987,10744,3114,657,14990,
05/06/2020,02/01/2020,05/02/2020,United States,Male,85 years and over,5848,94374,10144,2737,503,13693,
05/06/2020,02/01/2020,05/02/2020,United States,Male Total,"Male, all ages",24637,398449,37723,11075,3066,53824,
05/06/2020,02/01/2020,05/02/2020,United States,Female,Under 1 year,2,1773,12,0,6,20,
05/06/2020,02/01/2020,05/02/2020,United States,Female,1-4 years,1,341,15,1,14,29,
05/06/2020,02/01/2020,05/02/2020,United States,Female,5-14 years,1,479,21,0,24,46,
05/06/2020,02/01/2020,05/02/2020,United States,Female,15-24 years,16,1797,55,6,19,84,
05/06/2020,02/01/2020,05/02/2020,United States,Female,25-34 years,95,4463,187,34,64,308,
05/06/2020,02/01/2020,05/02/2020,United States,Female,35-44 years,219,7343,404,83,98,632,
05/06/2020,02/01/2020,05/02/2020,United States,Female,45-54 years,650,15475,1146,264,212,1716,
05/06/2020,02/01/2020,05/02/2020,United States,Female,55-64 years,1801,37995,3364,804,475,4773,
05/06/2020,02/01/2020,05/02/2020,United States,Female,65-74 years,3441,63768,5934,1543,586,8343,
05/06/2020,02/01/2020,05/02/2020,United States,Female,75-84 years,5225,91521,8671,2347,671,12151,
05/06/2020,02/01/2020,05/02/2020,United States,Female,85 years and over,7927,148205,12718,3295,736,18015,
05/06/2020,02/01/2020,05/02/2020,United States,Female Total,"Female, all ages",19378,373160,32527,8377,2905,46117,
05/06/2020,02/01/2020,05/02/2020,United States,Unknown,All ages,1,28,1,1,0,1,
05/06/2020,02/01/2020,05/02/2020,United States Total,All sexes,All Ages,44016,771637,70251,19453,5971,99942,
05/06/2020,02/01/2020,05/02/2020,Alabama,Male,Under 1 year,0,39,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Alabama,Male,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Alabama,Male,5-14 years,0,17,0,0,0,0,
05/06/2020,02/01/2020,05/02/2020,Alabama,Male,15-24 years,0,95,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/06/2020,02/01/2020,05/02/2020,Alabama,Male,25-34 years,,169,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
