Demographic,All_Cases,All_Cases_Percentage,Community_Cases,Community_Cases_Percentage,Secondary_Cases,Secondary_Cases_Percentage,Travel_Cases,Travel_Cases_Percentage,UI_Cases,UI_Cases_Percentage,Hospitalizations,Hospitalizations_Percentage,Deaths,Deaths_Percentage,ObjectId
Male,27587,51.9%,891,52.0%,1099,51.5%,231,53.3%,24977,51.9%,654,55.3%,168,60.6%,1
Female,25522,48.1%,822,48.0%,1033,48.5%,202,46.7%,23124,48.1%,529,44.7%,109,39.4%,2
Unknown Sex,5,0.0%,0,0.0%,0,0.0%,0,0.0%,5,0.0%,0,0.0%,0,0.0%,3
<10 Years,3496,6.6%,38,2.2%,157,7.4%,14,3.2%,3261,6.8%,10,0.8%,0,0.0%,4
10-19 Years,6381,12.0%,145,8.5%,261,12.2%,63,14.5%,5835,12.1%,9,0.8%,0,0.0%,5
20-29 Years,11013,20.7%,456,26.6%,515,24.2%,75,17.3%,9821,20.4%,50,4.2%,3,1.1%,6
30-39 Years,10096,19.0%,298,17.4%,367,17.2%,82,18.9%,9218,19.2%,92,7.8%,6,2.2%,7
40-49 Years,7333,13.8%,252,14.7%,256,12.0%,68,15.7%,6668,13.9%,110,9.3%,11,4.0%,8
50-59 Years,6863,12.9%,213,12.4%,265,12.4%,59,13.6%,6238,13.0%,193,16.3%,21,7.6%,9
60-69 Years,4880,9.2%,179,10.4%,154,7.2%,49,11.3%,4400,9.1%,262,22.1%,54,19.5%,10
70-79 Years,2145,4.0%,86,5.0%,93,4.4%,21,4.8%,1895,3.9%,266,22.5%,86,31.0%,11
80+ Years,907,1.7%,46,2.7%,64,3.0%,2,0.5%,770,1.6%,191,16.1%,96,34.7%,12
Unknown Age,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,13
Hispanic,2802,5.3%,128,7.5%,190,8.9%,46,10.6%,2411,5.0%,62,5.2%,12,4.3%,14
Non-Hispanic,27456,51.7%,1355,79.1%,1642,77.0%,331,76.4%,23862,49.6%,893,75.5%,258,93.1%,15
UI Ethnicity,21833,41.1%,0,0.0%,0,0.0%,0,0.0%,21833,45.4%,209,17.7%,7,2.5%,16
Unknown Ethnicity,1023,1.9%,230,13.4%,300,14.1%,56,12.9%,0,0.0%,19,1.6%,0,0.0%,17
White,16381,30.8%,755,44.1%,893,41.9%,268,61.9%,14269,29.7%,391,33.1%,114,41.2%,18
Black,1327,2.5%,95,5.5%,117,5.5%,21,4.8%,1079,2.2%,46,3.9%,9,3.2%,19
AI/AN,11550,21.7%,484,28.3%,545,25.6%,51,11.8%,10355,21.5%,321,27.1%,103,37.2%,20
Asian,2099,4.0%,81,4.7%,111,5.2%,19,4.4%,1864,3.9%,112,9.5%,29,10.5%,21
NHOPI,1420,2.7%,79,4.6%,145,6.8%,4,0.9%,1185,2.5%,121,10.2%,16,5.8%,22
Multiple,4136,7.8%,79,4.6%,95,4.5%,14,3.2%,3917,8.1%,67,5.7%,4,1.4%,23
Other,6538,12.3%,47,2.7%,56,2.6%,16,3.7%,6288,13.1%,50,4.2%,1,0.4%,24
UI Race,9149,17.2%,0,0.0%,0,0.0%,0,0.0%,9149,19.0%,67,5.7%,1,0.4%,25
Unknown Race,514,1.0%,93,5.4%,170,8.0%,40,9.2%,0,0.0%,8,0.7%,0,0.0%,26
