Data as of,Start week,End Week,State,Sex,Age group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
07/01/2020,02/01/2020,06/27/2020,United States,All,Under 1 year,9,6896,64,2,14,85,
07/01/2020,02/01/2020,06/27/2020,United States,All,1-4 years,6,1325,46,2,40,90,
07/01/2020,02/01/2020,06/27/2020,United States,All,5-14 years,14,1995,66,3,46,123,
07/01/2020,02/01/2020,06/27/2020,United States,All,15-24 years,142,12369,247,46,51,390,
07/01/2020,02/01/2020,06/27/2020,United States,All,25-34 years,770,26258,937,344,147,1497,
07/01/2020,02/01/2020,06/27/2020,United States,All,35-44 years,1972,37317,2086,836,234,3431,
07/01/2020,02/01/2020,06/27/2020,United States,All,45-54 years,5488,70356,5513,2431,562,9031,
07/01/2020,02/01/2020,06/27/2020,United States,All,55-64 years,13465,164063,15283,6178,1204,23563,
07/01/2020,02/01/2020,06/27/2020,United States,All,65-74 years,23333,251194,26318,10718,1403,40110,
07/01/2020,02/01/2020,06/27/2020,United States,All,75-84 years,29780,310904,33560,13310,1429,51264,
07/01/2020,02/01/2020,06/27/2020,United States,All,85 years and over,37247,394198,38477,14686,1340,62214,
07/01/2020,02/01/2020,06/27/2020,United States,All,All Ages,112226,1276875,122597,48556,6470,191798,
07/01/2020,02/01/2020,06/27/2020,United States,Male,Under 1 year,5,3853,42,2,8,53,
07/01/2020,02/01/2020,06/27/2020,United States,Male,1-4 years,3,761,23,1,24,49,
07/01/2020,02/01/2020,06/27/2020,United States,Male,5-14 years,11,1209,33,3,19,60,
07/01/2020,02/01/2020,06/27/2020,United States,Male,15-24 years,91,9142,152,27,27,240,
07/01/2020,02/01/2020,06/27/2020,United States,Male,25-34 years,521,18397,590,236,74,940,
07/01/2020,02/01/2020,06/27/2020,United States,Male,35-44 years,1397,24470,1341,591,122,2250,
07/01/2020,02/01/2020,06/27/2020,United States,Male,45-54 years,3844,44163,3478,1715,330,5868,
07/01/2020,02/01/2020,06/27/2020,United States,Male,55-64 years,8888,101007,9296,4032,685,14693,
07/01/2020,02/01/2020,06/27/2020,United States,Male,65-74 years,14463,145787,15755,6663,780,24189,
07/01/2020,02/01/2020,06/27/2020,United States,Male,75-84 years,16252,161518,18678,7432,708,28096,
07/01/2020,02/01/2020,06/27/2020,United States,Male,85 years and over,14507,151854,16823,6235,547,25563,
07/01/2020,02/01/2020,06/27/2020,United States,Male,All ages,59982,662161,66211,26937,3324,102001,
07/01/2020,02/01/2020,06/27/2020,United States,Female,Under 1 year,4,3031,22,0,6,32,
07/01/2020,02/01/2020,06/27/2020,United States,Female,1-4 years,3,564,23,1,16,41,
07/01/2020,02/01/2020,06/27/2020,United States,Female,5-14 years,3,786,33,0,27,63,
07/01/2020,02/01/2020,06/27/2020,United States,Female,15-24 years,51,3226,95,19,24,150,
07/01/2020,02/01/2020,06/27/2020,United States,Female,25-34 years,249,7860,347,108,73,557,
07/01/2020,02/01/2020,06/27/2020,United States,Female,35-44 years,575,12845,745,245,112,1181,
07/01/2020,02/01/2020,06/27/2020,United States,Female,45-54 years,1644,26191,2035,716,232,3163,
07/01/2020,02/01/2020,06/27/2020,United States,Female,55-64 years,4577,63052,5986,2146,519,8869,
07/01/2020,02/01/2020,06/27/2020,United States,Female,65-74 years,8870,105400,10563,4055,623,15921,
07/01/2020,02/01/2020,06/27/2020,United States,Female,75-84 years,13527,149380,14881,5877,721,23167,
07/01/2020,02/01/2020,06/27/2020,United States,Female,85 years and over,22738,242323,21653,8450,793,36649,
07/01/2020,02/01/2020,06/27/2020,United States,Female,All ages,52241,614658,56383,21617,3146,89793,
07/01/2020,02/01/2020,06/27/2020,United States,Unknown,All ages,3,56,3,2,0,4,
07/01/2020,02/01/2020,06/27/2020,United States Total,All,All Ages,112226,1276875,122597,48556,6470,191798,
07/01/2020,02/01/2020,06/27/2020,Alabama,Male,Under 1 year,0,72,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/01/2020,02/01/2020,06/27/2020,Alabama,Male,1-4 years,0,16,0,0,0,0,
07/01/2020,02/01/2020,06/27/2020,Alabama,Male,5-14 years,0,29,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/01/2020,02/01/2020,06/27/2020,Alabama,Male,15-24 years,0,186,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/01/2020,02/01/2020,06/27/2020,Alabama,Male,25-34 years,,332,,,,15,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/01/2020,02/01/2020,06/27/2020,Alabama,Male,35-44 years,,473,26,,,30,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/01/2020,02/01/2020,06/27/2020,Alabama,Male,45-54 years,43,863,43,11,,81,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/01/2020,02/01/2020,06/27/2020,Alabama,Male,55-64 years,69,2021,132,16,15,200,
07/01/2020,02/01/2020,06/27/2020,Alabama,Male,65-74 years,136,2711,206,36,15,321,
