Data as of,Start week,End Week,State,Sex,Age group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
12/30/2020,02/01/2020,12/26/2020,United States,All Sexes,All Ages,301679,2902664,285361,138917,6946,453994,
12/30/2020,02/01/2020,12/26/2020,United States,All Sexes,Under 1 year,32,16076,155,6,16,197,
12/30/2020,02/01/2020,12/26/2020,United States,All Sexes,0-17 years,147,28488,443,27,125,688,
12/30/2020,02/01/2020,12/26/2020,United States,All Sexes,1-4 years,19,2969,96,3,43,155,
12/30/2020,02/01/2020,12/26/2020,United States,All Sexes,5-14 years,51,4810,131,9,53,226,
12/30/2020,02/01/2020,12/26/2020,United States,All Sexes,15-24 years,483,30975,627,172,55,989,
12/30/2020,02/01/2020,12/26/2020,United States,All Sexes,18-29 years,1180,54787,1456,490,103,2239,
12/30/2020,02/01/2020,12/26/2020,United States,All Sexes,25-34 years,2087,63554,2278,931,156,3574,
12/30/2020,02/01/2020,12/26/2020,United States,All Sexes,30-49 years,12341,190623,11526,5660,580,18703,
12/30/2020,02/01/2020,12/26/2020,United States,All Sexes,35-44 years,5398,89922,5151,2429,253,8342,
12/30/2020,02/01/2020,12/26/2020,United States,All Sexes,45-54 years,14496,163931,13540,6982,596,21540,
12/30/2020,02/01/2020,12/26/2020,United States,All Sexes,50-64 years,44879,475518,45096,22355,1638,68963,
12/30/2020,02/01/2020,12/26/2020,United States,All Sexes,55-64 years,35981,377179,36543,18000,1274,55570,
12/30/2020,02/01/2020,12/26/2020,United States,All Sexes,65-74 years,64355,576792,64110,32331,1520,97389,
12/30/2020,02/01/2020,12/26/2020,United States,All Sexes,75-84 years,82646,704456,79530,39615,1542,123875,
12/30/2020,02/01/2020,12/26/2020,United States,All Sexes,85 years and over,96131,872000,83200,38439,1438,142137,
12/30/2020,02/01/2020,12/26/2020,United States,Male,All Ages,163547,1517155,158180,79338,3601,245329,
12/30/2020,02/01/2020,12/26/2020,United States,Male,Under 1 year,22,8877,93,4,7,118,
12/30/2020,02/01/2020,12/26/2020,United States,Male,0-17 years,87,16792,244,15,65,381,
12/30/2020,02/01/2020,12/26/2020,United States,Male,1-4 years,11,1741,47,2,26,82,
12/30/2020,02/01/2020,12/26/2020,United States,Male,5-14 years,32,2893,69,8,24,117,
12/30/2020,02/01/2020,12/26/2020,United States,Male,15-24 years,292,22920,378,101,27,593,
12/30/2020,02/01/2020,12/26/2020,United States,Male,18-29 years,737,40126,873,284,54,1373,
12/30/2020,02/01/2020,12/26/2020,United States,Male,25-34 years,1332,44885,1384,572,79,2213,
12/30/2020,02/01/2020,12/26/2020,United States,Male,30-49 years,8284,124941,7177,3802,313,11913,
12/30/2020,02/01/2020,12/26/2020,United States,Male,35-44 years,3620,59148,3228,1642,134,5317,
12/30/2020,02/01/2020,12/26/2020,United States,Male,45-54 years,9748,102913,8411,4702,358,13739,
12/30/2020,02/01/2020,12/26/2020,United States,Male,50-64 years,29053,293753,27609,14403,954,43011,
12/30/2020,02/01/2020,12/26/2020,United States,Male,55-64 years,23104,232235,22293,11473,731,34499,
12/30/2020,02/01/2020,12/26/2020,United States,Male,65-74 years,39437,335096,38744,20053,853,58808,
12/30/2020,02/01/2020,12/26/2020,United States,Male,75-84 years,46138,367081,45179,22909,772,69053,
12/30/2020,02/01/2020,12/26/2020,United States,Male,85 years and over,39811,339366,38354,17872,590,60790,
12/30/2020,02/01/2020,12/26/2020,United States,Female,All Ages,138124,1385399,127173,59574,3344,208653,
12/30/2020,02/01/2020,12/26/2020,United States,Female,Under 1 year,10,7171,62,2,9,79,
