ObjectId,Demographic,All_Cases,All_Cases_Percentage,Community_Cases,Community_Cases_Percentage,Secondary_Cases,Secondary_Cases_Percentage,Travel_Cases,Travel_Cases_Percentage,UI_Cases,UI_Cases_Percentage,Hospitalizations_Percentage,Deaths_Percentage,Hospitalized_Cases,Deceased_Cases,Recovered_Cases,Recovered_Cases__Percent_
1,Male,1709,49.1%,277,48.5%,386,48.7%,112,54.1%,916,48.7%,58.9%,64.0%,83,16,510,48.9%
2,Female,1775,50.9%,294,51.5%,406,51.3%,95,45.9%,966,51.3%,41.1%,36.0%,58,9,534,51.1%
3,Unknown Sex,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0.0%,0.0%,0,0,0,0.0%
4,<10 Years,164,4.7%,11,1.9%,52,6.6%,3,1.4%,98,5.2%,0.0%,0.0%,0,0,46,4.4%
5,10-19 Years,363,10.4%,48,8.4%,71,9.0%,21,10.1%,215,11.4%,0.7%,0.0%,1,0,99,9.5%
6,20-29 Years,852,24.5%,147,25.7%,204,25.8%,35,16.9%,457,24.3%,7.1%,0.0%,10,0,241,23.1%
7,30-39 Years,662,19.0%,118,20.7%,151,19.1%,43,20.8%,345,18.3%,10.6%,8.0%,15,2,219,21.0%
8,40-49 Years,479,13.7%,90,15.8%,93,11.7%,37,17.9%,253,13.4%,8.5%,4.0%,12,1,147,14.1%
9,50-59 Years,443,12.7%,72,12.6%,115,14.5%,28,13.5%,227,12.1%,18.4%,12.0%,26,3,140,13.4%
10,60-69 Years,322,9.2%,50,8.8%,68,8.6%,25,12.1%,177,9.4%,18.4%,12.0%,26,3,106,10.2%
11,70-79 Years,149,4.3%,27,4.7%,25,3.2%,14,6.8%,83,4.4%,25.5%,48.0%,36,12,39,3.7%
12,80+ Years,50,1.4%,8,1.4%,13,1.6%,1,0.5%,27,1.4%,10.6%,16.0%,15,4,7,0.7%
13,Unknown Age,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0.0%,0.0%,0,0,0,0.0%
14,Hispanic,186,5.3%,45,7.9%,74,9.3%,26,12.6%,39,2.1%,5.7%,0.0%,8,0,109,10.4%
15,Non-Hispanic,1430,41.0%,443,77.6%,564,71.2%,152,73.4%,258,13.7%,79.4%,100.0%,112,25,824,78.9%
16,UI Ethnicity,1585,45.5%,0,0.0%,0,0.0%,0,0.0%,1585,84.2%,11.3%,0.0%,16,0,1,0.1%
17,Unknown Ethnicity,283,8.1%,83,14.5%,154,19.4%,29,14.0%,0,0.0%,3.5%,0.0%,5,0,110,10.5%
18,White,955,27.4%,271,47.5%,365,46.1%,143,69.1%,172,9.1%,36.2%,44.0%,51,11,557,53.4%
19,Black,112,3.2%,39,6.8%,30,3.8%,13,6.3%,28,1.5%,2.8%,0.0%,4,0,48,4.6%
20,AI/AN,471,13.5%,125,21.9%,133,16.8%,9,4.3%,197,10.5%,26.2%,36.0%,37,9,169,16.2%
21,Asian,99,2.8%,22,3.9%,47,5.9%,8,3.9%,21,1.1%,7.8%,8.0%,11,2,65,6.2%
22,NHOPI,142,4.1%,35,6.1%,53,6.7%,1,0.5%,53,2.8%,14.9%,12.0%,21,3,48,4.6%
23,Multiple,103,3.0%,25,4.4%,34,4.3%,8,3.9%,35,1.9%,0.0%,0.0%,0,0,48,4.6%
24,Other,76,2.2%,10,1.8%,23,2.9%,9,4.3%,33,1.8%,3.5%,0.0%,5,0,32,3.1%
25,UI Race,1343,38.5%,0,0.0%,0,0.0%,0,0.0%,1343,71.4%,5.7%,0.0%,8,0,3,0.3%
26,Unknown Race,183,5.3%,44,7.7%,107,13.5%,16,7.7%,0,0.0%,2.8%,0.0%,4,0,74,7.1%
