"date","age","cum.deaths","daily.deaths","code"
2020-05-12,"20-49",1,NA,"MS"
2020-05-12,"30-39",8,NA,"MS"
2020-05-12,"40-49",17,NA,"MS"
2020-05-12,"50-59",32,NA,"MS"
2020-05-12,"60-69",108,NA,"MS"
2020-05-12,"70-79",131,NA,"MS"
2020-05-12,"80-89",106,NA,"MS"
2020-05-12,"90+",62,NA,"MS"
2020-05-12,"0-19",0,NA,"MS"
2020-05-13,"20-49",1,0,"MS"
2020-05-13,"30-39",10,2,"MS"
2020-05-13,"40-49",19,2,"MS"
2020-05-13,"50-59",33,1,"MS"
2020-05-13,"60-69",108,0,"MS"
2020-05-13,"70-79",134,3,"MS"
2020-05-13,"80-89",109,3,"MS"
2020-05-13,"90+",66,4,"MS"
2020-05-13,"0-19",0,0,"MS"
2020-05-14,"20-49",1,0,"MS"
2020-05-14,"30-39",10,0,"MS"
2020-05-14,"40-49",19,0,"MS"
2020-05-14,"50-59",34,1,"MS"
2020-05-14,"60-69",109,1,"MS"
2020-05-14,"70-79",140,6,"MS"
2020-05-14,"80-89",112,3,"MS"
2020-05-14,"90+",68,2,"MS"
2020-05-14,"0-19",0,0,"MS"
2020-05-15,"20-49",1,0,"MS"
2020-05-15,"30-39",10,0,"MS"
2020-05-15,"40-49",19,0,"MS"
2020-05-15,"50-59",37,3,"MS"
2020-05-15,"60-69",111,2,"MS"
2020-05-15,"70-79",143,3,"MS"
2020-05-15,"80-89",118,6,"MS"
2020-05-15,"90+",71,3,"MS"
2020-05-15,"0-19",0,0,"MS"
2020-05-16,"20-49",1,0,"MS"
2020-05-16,"30-39",10,0,"MS"
2020-05-16,"40-49",19,0,"MS"
2020-05-16,"50-59",37,0,"MS"
2020-05-16,"60-69",114,3,"MS"
2020-05-16,"70-79",147,4,"MS"
2020-05-16,"80-89",118,0,"MS"
2020-05-16,"90+",75,4,"MS"
2020-05-16,"0-19",0,0,"MS"
