Data as of,Start week,End Week,State,Sex,Age group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
12/23/2020,02/01/2020,12/19/2020,United States,All Sexes,All Ages,291757,2851438,278486,134143,6926,441957,
12/23/2020,02/01/2020,12/19/2020,United States,All Sexes,Under 1 year,31,15858,152,6,16,193,
12/23/2020,02/01/2020,12/19/2020,United States,All Sexes,0-17 years,142,28108,436,26,124,676,
12/23/2020,02/01/2020,12/19/2020,United States,All Sexes,1-4 years,18,2932,95,2,42,153,
12/23/2020,02/01/2020,12/19/2020,United States,All Sexes,5-14 years,50,4748,129,9,53,223,
12/23/2020,02/01/2020,12/19/2020,United States,All Sexes,15-24 years,468,30531,615,166,55,968,
12/23/2020,02/01/2020,12/19/2020,United States,All Sexes,18-29 years,1149,53964,1426,475,103,2193,
12/23/2020,02/01/2020,12/19/2020,United States,All Sexes,25-34 years,2041,62576,2240,913,155,3507,
12/23/2020,02/01/2020,12/19/2020,United States,All Sexes,30-49 years,12096,187711,11312,5532,579,18371,
12/23/2020,02/01/2020,12/19/2020,United States,All Sexes,35-44 years,5298,88558,5051,2372,253,8199,
12/23/2020,02/01/2020,12/19/2020,United States,All Sexes,45-54 years,14124,161268,13257,6787,596,21080,
12/23/2020,02/01/2020,12/19/2020,United States,All Sexes,50-64 years,43609,467503,44119,21700,1634,67370,
12/23/2020,02/01/2020,12/19/2020,United States,All Sexes,55-64 years,34966,370815,35754,17478,1270,54287,
12/23/2020,02/01/2020,12/19/2020,United States,All Sexes,65-74 years,62280,566670,62558,31228,1516,94861,
12/23/2020,02/01/2020,12/19/2020,United States,All Sexes,75-84 years,79724,691540,77471,38112,1535,120392,
12/23/2020,02/01/2020,12/19/2020,United States,All Sexes,85 years and over,92757,855942,81164,37070,1435,138094,
12/23/2020,02/01/2020,12/19/2020,United States,Male,All Ages,158111,1490247,154231,76528,3587,238746,
12/23/2020,02/01/2020,12/19/2020,United States,Male,Under 1 year,21,8752,92,4,7,116,
12/23/2020,02/01/2020,12/19/2020,United States,Male,0-17 years,83,16556,240,14,64,373,
12/23/2020,02/01/2020,12/19/2020,United States,Male,1-4 years,10,1709,46,1,25,80,
12/23/2020,02/01/2020,12/19/2020,United States,Male,5-14 years,32,2863,68,8,24,116,
12/23/2020,02/01/2020,12/19/2020,United States,Male,15-24 years,281,22581,370,97,27,578,
12/23/2020,02/01/2020,12/19/2020,United States,Male,18-29 years,719,39531,856,276,54,1346,
12/23/2020,02/01/2020,12/19/2020,United States,Male,25-34 years,1308,44239,1362,564,79,2175,
12/23/2020,02/01/2020,12/19/2020,United States,Male,30-49 years,8129,123069,7049,3718,313,11714,
12/23/2020,02/01/2020,12/19/2020,United States,Male,35-44 years,3554,58257,3170,1601,134,5234,
12/23/2020,02/01/2020,12/19/2020,United States,Male,45-54 years,9509,101228,8236,4575,358,13452,
12/23/2020,02/01/2020,12/19/2020,United States,Male,50-64 years,28235,288785,27004,13986,950,42004,
12/23/2020,02/01/2020,12/19/2020,United States,Male,55-64 years,22451,228312,21805,11144,727,33686,
12/23/2020,02/01/2020,12/19/2020,United States,Male,65-74 years,38172,329228,37807,19377,850,57279,
12/23/2020,02/01/2020,12/19/2020,United States,Male,75-84 years,44427,360180,43940,21982,768,67028,
12/23/2020,02/01/2020,12/19/2020,United States,Male,85 years and over,38346,332898,37335,17175,588,59002,
12/23/2020,02/01/2020,12/19/2020,United States,Female,All Ages,133638,1361082,124247,57610,3338,203199,
12/23/2020,02/01/2020,12/19/2020,United States,Female,Under 1 year,10,7078,60,2,9,77,
12/23/2020,02/01/2020,12/19/2020,United States,Female,0-17 years,59,11523,196,12,60,303,
12/23/2020,02/01/2020,12/19/2020,United States,Female,1-4 years,8,1223,49,1,17,73,
12/23/2020,02/01/2020,12/19/2020,United States,Female,5-14 years,18,1885,61,1,29,107,
12/23/2020,02/01/2020,12/19/2020,United States,Female,15-24 years,187,7947,245,69,28,390,
12/23/2020,02/01/2020,12/19/2020,United States,Female,18-29 years,430,14431,570,199,49,847,
12/23/2020,02/01/2020,12/19/2020,United States,Female,25-34 years,733,18335,878,349,76,1332,
12/23/2020,02/01/2020,12/19/2020,United States,Female,30-49 years,3967,64634,4263,1814,266,6657,
12/23/2020,02/01/2020,12/19/2020,United States,Female,35-44 years,1744,30296,1881,771,119,2965,
12/23/2020,02/01/2020,12/19/2020,United States,Female,45-54 years,4613,60036,5020,2211,238,7626,
12/23/2020,02/01/2020,12/19/2020,United States,Female,50-64 years,15372,178706,17113,7713,683,25362,
12/23/2020,02/01/2020,12/19/2020,United States,Female,55-64 years,12515,142494,13948,6334,542,20599,
12/23/2020,02/01/2020,12/19/2020,United States,Female,65-74 years,24107,237431,24750,11850,666,37581,
12/23/2020,02/01/2020,12/19/2020,United States,Female,75-84 years,35295,331343,33528,16128,767,53361,
12/23/2020,02/01/2020,12/19/2020,United States,Female,85 years and over,54408,523014,43827,19894,847,79088,
12/23/2020,02/01/2020,12/19/2020,United States,Unknown,All Ages,8,109,8,5,1,12,
12/23/2020,02/01/2020,12/19/2020,United States,Unknown,Under 1 year,0,28,0,0,0,0,
12/23/2020,02/01/2020,12/19/2020,United States,Unknown,0-17 years,0,29,0,0,0,0,
12/23/2020,02/01/2020,12/19/2020,United States,Unknown,1-4 years,0,0,0,0,0,0,
12/23/2020,02/01/2020,12/19/2020,United States,Unknown,5-14 years,0,0,0,0,0,0,
12/23/2020,02/01/2020,12/19/2020,United States,Unknown,15-24 years,0,3,0,0,0,0,
12/23/2020,02/01/2020,12/19/2020,United States,Unknown,18-29 years,0,2,0,0,0,0,
12/23/2020,02/01/2020,12/19/2020,United States,Unknown,25-34 years,0,2,0,0,0,0,
12/23/2020,02/01/2020,12/19/2020,United States,Unknown,30-49 years,0,8,0,0,0,0,
12/23/2020,02/01/2020,12/19/2020,United States,Unknown,35-44 years,0,5,0,0,0,0,
12/23/2020,02/01/2020,12/19/2020,United States,Unknown,45-54 years,2,4,1,1,0,2,
12/23/2020,02/01/2020,12/19/2020,United States,Unknown,50-64 years,2,12,2,1,1,4,
12/23/2020,02/01/2020,12/19/2020,United States,Unknown,55-64 years,0,9,1,0,1,2,
12/23/2020,02/01/2020,12/19/2020,United States,Unknown,65-74 years,1,11,1,1,0,1,
12/23/2020,02/01/2020,12/19/2020,United States,Unknown,75-84 years,2,17,3,2,0,3,
12/23/2020,02/01/2020,12/19/2020,United States,Unknown,85 years and over,3,30,2,1,0,4,
12/23/2020,02/01/2020,12/19/2020,Alabama,All Sexes,All Ages,5040,53170,4214,1631,104,7720,
12/23/2020,02/01/2020,12/19/2020,Alabama,Male,All Ages,2626,27641,2262,861,61,4084,
