Data as of,Start week,End Week,State,Sex,Age group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
11/12/2020,02/01/2020,11/07/2020,United States,All Sexes,All Ages,223984,2452180,228934,101910,6789,356777,
11/12/2020,02/01/2020,11/07/2020,United States,All Sexes,Under 1 year,26,13879,131,4,16,169,
11/12/2020,02/01/2020,11/07/2020,United States,All Sexes,0-17 years,115,24593,384,18,124,605,
11/12/2020,02/01/2020,11/07/2020,United States,All Sexes,1-4 years,16,2598,88,2,42,144,
11/12/2020,02/01/2020,11/07/2020,United States,All Sexes,5-14 years,39,4139,114,7,53,199,
11/12/2020,02/01/2020,11/07/2020,United States,All Sexes,15-24 years,410,26662,534,142,55,853,
11/12/2020,02/01/2020,11/07/2020,United States,All Sexes,18-29 years,988,47137,1230,402,102,1908,
11/12/2020,02/01/2020,11/07/2020,United States,All Sexes,25-34 years,1725,54516,1910,761,153,3012,
11/12/2020,02/01/2020,11/07/2020,United States,All Sexes,30-49 years,10128,163148,9589,4564,572,15646,
11/12/2020,02/01/2020,11/07/2020,United States,All Sexes,35-44 years,4426,76852,4297,1963,250,6981,
11/12/2020,02/01/2020,11/07/2020,United States,All Sexes,45-54 years,11740,140304,11215,5536,587,17898,
11/12/2020,02/01/2020,11/07/2020,United States,All Sexes,50-64 years,35378,405354,37143,17322,1610,56521,
11/12/2020,02/01/2020,11/07/2020,United States,All Sexes,55-64 years,28227,321282,30057,13891,1252,45424,
11/12/2020,02/01/2020,11/07/2020,United States,All Sexes,65-74 years,48363,486783,51205,23747,1475,77049,
11/12/2020,02/01/2020,11/07/2020,United States,All Sexes,75-84 years,59760,592264,62744,28098,1500,95693,
11/12/2020,02/01/2020,11/07/2020,United States,All Sexes,85 years and over,69252,732901,66639,27759,1406,109355,
11/12/2020,02/01/2020,11/07/2020,United States,Male,All Ages,121187,1280170,125880,57750,3502,192193,
11/12/2020,02/01/2020,11/07/2020,United States,Male,Under 1 year,18,7691,78,3,8,101,
11/12/2020,02/01/2020,11/07/2020,United States,Male,0-17 years,68,14499,211,11,65,333,
11/12/2020,02/01/2020,11/07/2020,United States,Male,1-4 years,8,1512,43,1,25,75,
11/12/2020,02/01/2020,11/07/2020,United States,Male,5-14 years,25,2485,58,6,24,101,
11/12/2020,02/01/2020,11/07/2020,United States,Male,15-24 years,250,19744,328,86,27,516,
11/12/2020,02/01/2020,11/07/2020,United States,Male,18-29 years,627,34559,749,238,53,1184,
11/12/2020,02/01/2020,11/07/2020,United States,Male,25-34 years,1121,38570,1176,482,78,1883,
11/12/2020,02/01/2020,11/07/2020,United States,Male,30-49 years,6873,107128,6023,3106,309,10043,
11/12/2020,02/01/2020,11/07/2020,United States,Male,35-44 years,2986,50626,2696,1322,133,4471,
11/12/2020,02/01/2020,11/07/2020,United States,Male,45-54 years,7974,88217,7005,3779,350,11476,
11/12/2020,02/01/2020,11/07/2020,United States,Male,50-64 years,23046,250337,22688,11233,930,35235,
11/12/2020,02/01/2020,11/07/2020,United States,Male,55-64 years,18232,197678,18287,8909,712,28172,
11/12/2020,02/01/2020,11/07/2020,United States,Male,65-74 years,29605,282471,30790,14674,823,46384,
11/12/2020,02/01/2020,11/07/2020,United States,Male,75-84 years,32987,307720,35278,15989,746,52903,
11/12/2020,02/01/2020,11/07/2020,United States,Male,85 years and over,27981,283456,30141,12499,576,46111,
11/12/2020,02/01/2020,11/07/2020,United States,Female,All Ages,102791,1171920,103047,44156,3286,164574,
11/12/2020,02/01/2020,11/07/2020,United States,Female,Under 1 year,8,6165,53,1,8,68,
11/12/2020,02/01/2020,11/07/2020,United States,Female,0-17 years,47,10070,173,7,59,272,
11/12/2020,02/01/2020,11/07/2020,United States,Female,1-4 years,8,1086,45,1,17,69,
