Demographic,All_Cases,All_Cases_Percentage,Community_Cases,Community_Cases_Percentage,Secondary_Cases,Secondary_Cases_Percentage,Travel_Cases,Travel_Cases_Percentage,UI_Cases,UI_Cases_Percentage,Hospitalizations,Hospitalizations_Percentage,Deaths,Deaths_Percentage,ObjectId,Recoveries,Recoveries_Percentage
Male,8171,49.9%,738,52.6%,924,50.9%,194,53.2%,6253,49.4%,240,53.3%,51,60.7%,1,3211,49.7%
Female,8178,50.0%,666,47.4%,892,49.1%,171,46.8%,6398,50.5%,210,46.7%,33,39.3%,2,3254,50.3%
Unknown Sex,11,0.1%,0,0.0%,0,0.0%,0,0.0%,11,0.1%,0,0.0%,0,0.0%,3,0,0.0%
<10 Years,882,5.4%,30,2.1%,119,6.6%,8,2.2%,722,5.7%,4,0.9%,0,0.0%,4,324,5.0%
10-19 Years,1944,11.9%,120,8.5%,210,11.6%,54,14.8%,1543,12.2%,3,0.7%,0,0.0%,5,690,10.7%
20-29 Years,3568,21.8%,399,28.4%,472,26.0%,62,17.0%,2606,20.6%,23,5.1%,1,1.2%,6,1553,24.0%
30-39 Years,3084,18.9%,257,18.3%,327,18.0%,74,20.3%,2404,19.0%,40,8.9%,2,2.4%,7,1243,19.2%
40-49 Years,2277,13.9%,214,15.2%,227,12.5%,57,15.6%,1762,13.9%,54,12.0%,5,6.0%,8,861,13.3%
50-59 Years,2120,13.0%,173,12.3%,238,13.1%,48,13.2%,1654,13.1%,74,16.4%,7,8.3%,9,851,13.2%
60-69 Years,1538,9.4%,142,10.1%,131,7.2%,39,10.7%,1216,9.6%,102,22.7%,14,16.7%,10,617,9.5%
70-79 Years,661,4.0%,52,3.7%,59,3.2%,22,6.0%,523,4.1%,91,20.2%,27,32.1%,11,238,3.7%
80+ Years,286,1.7%,17,1.2%,33,1.8%,1,0.3%,232,1.8%,59,13.1%,28,33.3%,12,88,1.4%
Unknown Age,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,0,0.0%,13,0,0.0%
Hispanic,934,5.7%,110,7.8%,171,9.4%,38,10.4%,608,4.8%,21,4.7%,1,1.2%,14,597,9.2%
Non-Hispanic,7587,46.4%,1076,76.6%,1355,74.6%,278,76.2%,4822,38.1%,327,72.7%,71,84.5%,15,4930,76.3%
UI Ethnicity,7232,44.2%,0,0.0%,0,0.0%,0,0.0%,7232,57.1%,86,19.1%,9,10.7%,16,569,8.8%
Unknown Ethnicity,607,3.7%,218,15.5%,290,16.0%,49,13.4%,0,0.0%,16,3.6%,3,3.6%,17,369,5.7%
White,4716,28.8%,628,44.7%,767,42.2%,220,60.3%,3074,24.3%,116,25.8%,31,36.9%,18,2795,43.2%
Black,543,3.3%,89,6.3%,114,6.3%,21,5.8%,314,2.5%,21,4.7%,3,3.6%,19,290,4.5%
AI/AN,3757,23.0%,342,24.4%,404,22.2%,41,11.2%,2938,23.2%,139,30.9%,27,32.1%,20,1446,22.4%
Asian,663,4.1%,70,5.0%,94,5.2%,18,4.9%,479,3.8%,29,6.4%,8,9.5%,21,417,6.5%
NHOPI,624,3.8%,73,5.2%,130,7.2%,4,1.1%,415,3.3%,61,13.6%,7,8.3%,22,389,6.0%
Multiple,865,5.3%,71,5.1%,88,4.8%,13,3.6%,689,5.4%,26,5.8%,3,3.6%,23,351,5.4%
Other,748,4.6%,33,2.4%,47,2.6%,14,3.8%,653,5.2%,16,3.6%,1,1.2%,24,196,3.0%
UI Race,4100,25.1%,0,0.0%,0,0.0%,0,0.0%,4100,32.4%,34,7.6%,4,4.8%,25,363,5.6%
Unknown Race,344,2.1%,98,7.0%,172,9.5%,34,9.3%,0,0.0%,8,1.8%,0,0.0%,26,218,3.4%
