Data as of,Start week,End Week,State,Sex,Age group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
10/21/2020,02/01/2020,10/17/2020,United States,All Sexes,All Ages,207882,2270323,213029,94396,6734,332245,
10/21/2020,02/01/2020,10/17/2020,United States,All Sexes,Under 1 year,25,12832,119,4,16,156,
10/21/2020,02/01/2020,10/17/2020,United States,All Sexes,0-17 years,108,22722,347,17,124,562,
10/21/2020,02/01/2020,10/17/2020,United States,All Sexes,1-4 years,15,2413,77,2,42,132,
10/21/2020,02/01/2020,10/17/2020,United States,All Sexes,5-14 years,39,3814,108,7,53,193,
10/21/2020,02/01/2020,10/17/2020,United States,All Sexes,15-24 years,383,24621,494,135,55,793,
10/21/2020,02/01/2020,10/17/2020,United States,All Sexes,18-29 years,936,43541,1157,388,102,1797,
10/21/2020,02/01/2020,10/17/2020,United States,All Sexes,25-34 years,1628,50306,1797,727,151,2835,
10/21/2020,02/01/2020,10/17/2020,United States,All Sexes,30-49 years,9581,150986,8978,4324,569,14726,
10/21/2020,02/01/2020,10/17/2020,United States,All Sexes,35-44 years,4206,71141,4041,1871,249,6596,
10/21/2020,02/01/2020,10/17/2020,United States,All Sexes,45-54 years,11093,130088,10515,5229,585,16857,
10/21/2020,02/01/2020,10/17/2020,United States,All Sexes,50-64 years,33289,375465,34703,16258,1601,53050,
10/21/2020,02/01/2020,10/17/2020,United States,All Sexes,55-64 years,26525,297499,28034,13012,1245,42573,
10/21/2020,02/01/2020,10/17/2020,United States,All Sexes,65-74 years,45015,450532,47547,21972,1459,71807,
10/21/2020,02/01/2020,10/17/2020,United States,All Sexes,75-84 years,55089,548255,58214,25829,1488,88753,
10/21/2020,02/01/2020,10/17/2020,United States,All Sexes,85 years and over,63864,678822,62083,25608,1391,101550,
10/21/2020,02/01/2020,10/17/2020,United States,Male,All Ages,112487,1185018,116987,53397,3472,178933,
10/21/2020,02/01/2020,10/17/2020,United States,Male,Under 1 year,17,7120,70,3,8,92,
10/21/2020,02/01/2020,10/17/2020,United States,Male,0-17 years,64,13385,191,11,65,309,
10/21/2020,02/01/2020,10/17/2020,United States,Male,1-4 years,7,1401,38,1,25,69,
10/21/2020,02/01/2020,10/17/2020,United States,Male,5-14 years,25,2277,55,6,24,98,
10/21/2020,02/01/2020,10/17/2020,United States,Male,15-24 years,235,18248,303,83,27,479,
10/21/2020,02/01/2020,10/17/2020,United States,Male,18-29 years,598,31940,706,232,53,1118,
10/21/2020,02/01/2020,10/17/2020,United States,Male,25-34 years,1063,35549,1112,462,76,1780,
10/21/2020,02/01/2020,10/17/2020,United States,Male,30-49 years,6516,99105,5648,2948,306,9467,
10/21/2020,02/01/2020,10/17/2020,United States,Male,35-44 years,2847,46878,2541,1267,132,4231,
10/21/2020,02/01/2020,10/17/2020,United States,Male,45-54 years,7541,81821,6570,3572,349,10814,
10/21/2020,02/01/2020,10/17/2020,United States,Male,50-64 years,21721,231945,21227,10568,925,33110,
10/21/2020,02/01/2020,10/17/2020,United States,Male,55-64 years,17164,183081,17083,8365,708,26441,
10/21/2020,02/01/2020,10/17/2020,United States,Male,65-74 years,27591,261610,28607,13583,814,43273,
10/21/2020,02/01/2020,10/17/2020,United States,Male,75-84 years,30358,284826,32643,14637,741,48987,
10/21/2020,02/01/2020,10/17/2020,United States,Male,85 years and over,25639,262207,27965,11418,568,42669,
10/21/2020,02/01/2020,10/17/2020,United States,Female,All Ages,95389,1085215,96035,40995,3261,153302,
10/21/2020,02/01/2020,10/17/2020,United States,Female,Under 1 year,8,5690,49,1,8,64,
10/21/2020,02/01/2020,10/17/2020,United States,Female,0-17 years,44,9314,156,6,59,253,
10/21/2020,02/01/2020,10/17/2020,United States,Female,1-4 years,8,1012,39,1,17,63,
10/21/2020,02/01/2020,10/17/2020,United States,Female,5-14 years,14,1537,53,1,29,95,
10/21/2020,02/01/2020,10/17/2020,United States,Female,15-24 years,148,6370,191,52,28,314,
10/21/2020,02/01/2020,10/17/2020,United States,Female,18-29 years,338,11599,451,156,49,679,
10/21/2020,02/01/2020,10/17/2020,United States,Female,25-34 years,565,14755,685,265,75,1055,
10/21/2020,02/01/2020,10/17/2020,United States,Female,30-49 years,3065,51873,3330,1376,263,5259,
10/21/2020,02/01/2020,10/17/2020,United States,Female,35-44 years,1359,24258,1500,604,117,2365,
10/21/2020,02/01/2020,10/17/2020,United States,Female,45-54 years,3550,48263,3944,1656,236,6041,
10/21/2020,02/01/2020,10/17/2020,United States,Female,50-64 years,11566,143508,13474,5689,675,19936,
10/21/2020,02/01/2020,10/17/2020,United States,Female,55-64 years,9361,114409,10950,4647,536,16130,
10/21/2020,02/01/2020,10/17/2020,United States,Female,65-74 years,17423,188912,18939,8388,645,28533,
10/21/2020,02/01/2020,10/17/2020,United States,Female,75-84 years,24730,263415,25569,11191,747,39764,
10/21/2020,02/01/2020,10/17/2020,United States,Female,85 years and over,38223,416594,34116,14189,823,58878,
10/21/2020,02/01/2020,10/17/2020,United States,Unknown,All Ages,6,90,7,4,1,10,
10/21/2020,02/01/2020,10/17/2020,United States,Unknown,Under 1 year,0,22,0,0,0,0,
10/21/2020,02/01/2020,10/17/2020,United States,Unknown,0-17 years,0,23,0,0,0,0,
10/21/2020,02/01/2020,10/17/2020,United States,Unknown,1-4 years,0,0,0,0,0,0,
10/21/2020,02/01/2020,10/17/2020,United States,Unknown,5-14 years,0,0,0,0,0,0,
10/21/2020,02/01/2020,10/17/2020,United States,Unknown,15-24 years,0,3,0,0,0,0,
10/21/2020,02/01/2020,10/17/2020,United States,Unknown,18-29 years,0,2,0,0,0,0,
10/21/2020,02/01/2020,10/17/2020,United States,Unknown,25-34 years,0,2,0,0,0,0,
