"date","code","age","cum.deaths","daily.deaths"
2020-05-13,"IN","0-19",2,NA
2020-05-13,"IN","20-29",3,NA
2020-05-13,"IN","30-39",12,NA
2020-05-13,"IN","40-49",29,NA
2020-05-13,"IN","50-59",87,NA
2020-05-13,"IN","60-69",246,NA
2020-05-13,"IN","70-79",377,NA
2020-05-13,"IN","80+",751,NA
2020-05-14,"IN","0-19",2,0
2020-05-14,"IN","20-29",3,0
2020-05-14,"IN","30-39",12,0
2020-05-14,"IN","40-49",29,0
2020-05-14,"IN","50-59",91,4
2020-05-14,"IN","60-69",254,8
2020-05-14,"IN","70-79",386,9
2020-05-14,"IN","80+",770,19
2020-05-15,"IN","0-19",2,0
2020-05-15,"IN","20-29",3,0
2020-05-15,"IN","30-39",13,1
2020-05-15,"IN","40-49",30,1
2020-05-15,"IN","50-59",93,2
2020-05-15,"IN","60-69",262,8
2020-05-15,"IN","70-79",394,8
2020-05-15,"IN","80+",798,28
2020-05-16,"IN","0-19",2,0
2020-05-16,"IN","20-29",3,0
2020-05-16,"IN","30-39",13,0
2020-05-16,"IN","40-49",31,1
2020-05-16,"IN","50-59",95,1
2020-05-16,"IN","60-69",264,2
2020-05-16,"IN","70-79",395,1
2020-05-16,"IN","80+",807,9
2020-05-17,"IN","0-19",2,0
2020-05-17,"IN","20-29",3,0
2020-05-17,"IN","30-39",13,0
2020-05-17,"IN","40-49",31,0
2020-05-17,"IN","50-59",95,0
2020-05-17,"IN","60-69",266,2
2020-05-17,"IN","70-79",399,4
2020-05-17,"IN","80+",815,8
2020-05-18,"IN","0-19",2,0
2020-05-18,"IN","20-29",3,0
2020-05-18,"IN","30-39",13,0
2020-05-18,"IN","40-49",34,2
2020-05-18,"IN","50-59",96,1
2020-05-18,"IN","60-69",274,8
2020-05-18,"IN","70-79",413,14
2020-05-18,"IN","80+",846,31
2020-05-19,"IN","0-19",2,0
2020-05-19,"IN","20-29",3,0
2020-05-19,"IN","30-39",14,0
2020-05-19,"IN","40-49",34,0
2020-05-19,"IN","50-59",98,1
2020-05-19,"IN","60-69",276,2
2020-05-19,"IN","70-79",419,6
2020-05-19,"IN","80+",872,26
2020-05-20,"IN","0-19",2,0
2020-05-20,"IN","20-29",4,1
2020-05-20,"IN","30-39",14,0
2020-05-20,"IN","40-49",35,1
2020-05-20,"IN","50-59",98,0
2020-05-20,"IN","60-69",286,10
2020-05-20,"IN","70-79",429,10
2020-05-20,"IN","80+",900,28
2020-05-21,"IN","0-19",2,0
2020-05-21,"IN","20-29",4,0
2020-05-21,"IN","30-39",14,0
2020-05-21,"IN","40-49",36,1
2020-05-21,"IN","50-59",98,0
2020-05-21,"IN","60-69",288,2
2020-05-21,"IN","70-79",435,6
2020-05-21,"IN","80+",915,15
2020-05-22,"IN","0-19",2,0
2020-05-22,"IN","20-29",4,0
2020-05-22,"IN","30-39",14,0
2020-05-22,"IN","40-49",36,0
2020-05-22,"IN","50-59",100,2
2020-05-22,"IN","60-69",292,4
2020-05-22,"IN","70-79",444,9
2020-05-22,"IN","80+",922,7
2020-05-23,"IN","0-19",2,0
2020-05-23,"IN","20-29",4,0
2020-05-23,"IN","30-39",14,0
2020-05-23,"IN","40-49",36,0
2020-05-23,"IN","50-59",100,0
2020-05-23,"IN","60-69",292,0
2020-05-23,"IN","70-79",447,3
2020-05-23,"IN","80+",928,6
2020-05-24,"IN","0-19",2,0
2020-05-24,"IN","20-29",4,0
2020-05-24,"IN","30-39",14,0
2020-05-24,"IN","40-49",37,1
2020-05-24,"IN","50-59",103,3
2020-05-24,"IN","60-69",293,1
