"age","code","date","daily.deaths","cum.deaths"
"40-49","TX",2020-05-16,0,21
"40-49","TX",2020-05-17,0,21
"50-59","TX",2020-05-16,0,54
"50-59","TX",2020-05-17,0,54
"60-64","TX",2020-05-16,0,45
"60-64","TX",2020-05-17,0,45
"65-69","TX",2020-05-16,0,58
"65-69","TX",2020-05-17,0,58
"70-74","TX",2020-05-16,0,45
"70-74","TX",2020-05-17,0,45
"75-79","TX",2020-05-16,0,45
"75-79","TX",2020-05-17,0,45
"80+","TX",2020-05-16,0,196
"80+","TX",2020-05-17,0,196
"0-1","TX",2020-05-18,0,0
"1-9","TX",2020-05-18,0,0
"10-19","TX",2020-05-18,0,0
"20-29","TX",2020-05-18,0,4
"30-39","TX",2020-05-18,0,9
"40-49","TX",2020-05-18,0,21
"50-59","TX",2020-05-18,0,54
"60-64","TX",2020-05-18,0,45
"65-69","TX",2020-05-18,0,58
"70-74","TX",2020-05-18,0,45
"75-79","TX",2020-05-18,0,45
"80+","TX",2020-05-18,0,196
"0-1","TX",2020-05-19,0,0
"0-1","TX",2020-05-20,0,0
"0-1","TX",2020-05-21,0,0
"0-1","TX",2020-05-22,0,0
"0-1","TX",2020-05-23,0,0
"1-9","TX",2020-05-19,0,0
"1-9","TX",2020-05-20,0,0
"1-9","TX",2020-05-21,0,0
"1-9","TX",2020-05-22,0,0
"1-9","TX",2020-05-23,0,0
"10-19","TX",2020-05-19,0,0
"10-19","TX",2020-05-20,0,0
"10-19","TX",2020-05-21,0,0
"10-19","TX",2020-05-22,0,0
"10-19","TX",2020-05-23,0,0
"20-29","TX",2020-05-19,0,4
"20-29","TX",2020-05-20,0,4
"20-29","TX",2020-05-21,0,4
"20-29","TX",2020-05-22,0,4
"20-29","TX",2020-05-23,0,4
"30-39","TX",2020-05-19,0,9
"30-39","TX",2020-05-20,0,9
"30-39","TX",2020-05-21,0,9
"30-39","TX",2020-05-22,0,9
"30-39","TX",2020-05-23,0,9
"40-49","TX",2020-05-19,0,21
"40-49","TX",2020-05-20,0,21
"40-49","TX",2020-05-21,0,21
"40-49","TX",2020-05-22,0,21
"40-49","TX",2020-05-23,0,21
"50-59","TX",2020-05-19,0,54
"50-59","TX",2020-05-20,0,54
"50-59","TX",2020-05-21,0,54
"50-59","TX",2020-05-22,0,54
"50-59","TX",2020-05-23,0,54
"60-64","TX",2020-05-19,0,45
"60-64","TX",2020-05-20,0,45
"60-64","TX",2020-05-21,0,45
"60-64","TX",2020-05-22,0,45
"60-64","TX",2020-05-23,0,45
"65-69","TX",2020-05-19,0,58
"65-69","TX",2020-05-20,0,58
"65-69","TX",2020-05-21,0,58
"65-69","TX",2020-05-22,0,58
"65-69","TX",2020-05-23,0,58
"70-74","TX",2020-05-19,0,45
"70-74","TX",2020-05-20,0,45
"70-74","TX",2020-05-21,0,45
"70-74","TX",2020-05-22,0,45
"70-74","TX",2020-05-23,0,45
"75-79","TX",2020-05-19,0,45
"75-79","TX",2020-05-20,0,45
"75-79","TX",2020-05-21,0,45
"75-79","TX",2020-05-22,0,45
"75-79","TX",2020-05-23,0,45
"80+","TX",2020-05-19,0,196
"80+","TX",2020-05-20,0,196
"80+","TX",2020-05-21,0,196
"80+","TX",2020-05-22,0,196
"80+","TX",2020-05-23,0,196
"0-1","TX",2020-05-24,0,0
"1-9","TX",2020-05-24,0,0
"10-19","TX",2020-05-24,0,0
"20-29","TX",2020-05-24,0,4
"30-39","TX",2020-05-24,0,9
"40-49","TX",2020-05-24,0,21
"50-59","TX",2020-05-24,0,54
"60-64","TX",2020-05-24,0,45
"65-69","TX",2020-05-24,0,58
"70-74","TX",2020-05-24,0,45
"75-79","TX",2020-05-24,0,45
"80+","TX",2020-05-24,0,196
"0-1","TX",2020-05-25,0,0
"1-9","TX",2020-05-25,0,0
"10-19","TX",2020-05-25,0,0
"20-29","TX",2020-05-25,0,4
"30-39","TX",2020-05-25,0,9
"40-49","TX",2020-05-25,0,21
"50-59","TX",2020-05-25,0,54
"60-64","TX",2020-05-25,0,45
"65-69","TX",2020-05-25,0,58
"70-74","TX",2020-05-25,0,45
"75-79","TX",2020-05-25,0,45
"80+","TX",2020-05-25,1,196
"0-1","TX",2020-05-26,0,0
"1-9","TX",2020-05-26,0,0
"10-19","TX",2020-05-26,0,0
"20-29","TX",2020-05-26,0,4
"30-39","TX",2020-05-26,0,9
"40-49","TX",2020-05-26,0,21
"50-59","TX",2020-05-26,0,54
"60-64","TX",2020-05-26,0,45
"65-69","TX",2020-05-26,0,58
"70-74","TX",2020-05-26,0,45
"75-79","TX",2020-05-26,0,45
"80+","TX",2020-05-26,0,197
"0-1","TX",2020-05-27,0,0
"1-9","TX",2020-05-27,0,0
"10-19","TX",2020-05-27,0,0
"20-29","TX",2020-05-27,0,4
"30-39","TX",2020-05-27,0,9
"40-49","TX",2020-05-27,0,21
"50-59","TX",2020-05-27,0,54
"60-64","TX",2020-05-27,0,45
"65-69","TX",2020-05-27,0,58
"70-74","TX",2020-05-27,0,45
"75-79","TX",2020-05-27,0,45
"80+","TX",2020-05-27,1,198
"0-1","TX",2020-05-28,0,0
"1-9","TX",2020-05-28,0,0
"10-19","TX",2020-05-28,0,0
"20-29","TX",2020-05-28,0,4
"30-39","TX",2020-05-28,0,9
"40-49","TX",2020-05-28,0,21
"50-59","TX",2020-05-28,0,54
"60-64","TX",2020-05-28,0,45
"65-69","TX",2020-05-28,0,58
"70-74","TX",2020-05-28,0,45
"75-79","TX",2020-05-28,0,45
"80+","TX",2020-05-28,0,198
"0-1","TX",2020-05-29,0,0
"1-9","TX",2020-05-29,0,0
"10-19","TX",2020-05-29,0,0
"20-29","TX",2020-05-29,0,4
"30-39","TX",2020-05-29,0,9
"40-49","TX",2020-05-29,0,21
"50-59","TX",2020-05-29,0,54
"60-64","TX",2020-05-29,0,45
"65-69","TX",2020-05-29,0,58
"70-74","TX",2020-05-29,0,45
"75-79","TX",2020-05-29,0,45
"80+","TX",2020-05-29,0,198
"0-1","TX",2020-05-30,0,0
"1-9","TX",2020-05-30,0,0
"10-19","TX",2020-05-30,0,0
"20-29","TX",2020-05-30,0,4
"30-39","TX",2020-05-30,0,9
"40-49","TX",2020-05-30,0,21
"50-59","TX",2020-05-30,0,54
"60-64","TX",2020-05-30,0,45
"65-69","TX",2020-05-30,0,58
"70-74","TX",2020-05-30,0,45
"75-79","TX",2020-05-30,0,45
"80+","TX",2020-05-30,0,198
"0-1","TX",2020-05-31,0,0
"1-9","TX",2020-05-31,0,0
"10-19","TX",2020-05-31,0,0
"20-29","TX",2020-05-31,0,4
"30-39","TX",2020-05-31,0,9
"40-49","TX",2020-05-31,0,21
"50-59","TX",2020-05-31,0,54
"60-64","TX",2020-05-31,0,45
"65-69","TX",2020-05-31,0,58
"70-74","TX",2020-05-31,2,47
"75-79","TX",2020-05-31,0,45
"80+","TX",2020-05-31,1,199
"0-1","TX",2020-06-01,0,0
"1-9","TX",2020-06-01,0,0
"10-19","TX",2020-06-01,0,0
"20-29","TX",2020-06-01,0,4
"30-39","TX",2020-06-01,0,9
"40-49","TX",2020-06-01,0,21
"50-59","TX",2020-06-01,0,54
"60-64","TX",2020-06-01,0,45
"65-69","TX",2020-06-01,0,58
"70-74","TX",2020-06-01,0,47
"75-79","TX",2020-06-01,0,45
"80+","TX",2020-06-01,0,199
"0-1","TX",2020-06-02,0,0
"1-9","TX",2020-06-02,0,0
"10-19","TX",2020-06-02,0,0
"20-29","TX",2020-06-02,0,4
"30-39","TX",2020-06-02,0,9
"40-49","TX",2020-06-02,0,21
"50-59","TX",2020-06-02,0,54
"60-64","TX",2020-06-02,0,45
"65-69","TX",2020-06-02,0,58
"70-74","TX",2020-06-02,0,47
"75-79","TX",2020-06-02,1,46
"80+","TX",2020-06-02,0,199
"0-1","TX",2020-06-03,0,0
"1-9","TX",2020-06-03,0,0
"10-19","TX",2020-06-03,0,0
"20-29","TX",2020-06-03,0,4
"30-39","TX",2020-06-03,0,9
"40-49","TX",2020-06-03,0,21
"50-59","TX",2020-06-03,0,54
"60-64","TX",2020-06-03,0,45
"65-69","TX",2020-06-03,0,58
"70-74","TX",2020-06-03,0,47
"75-79","TX",2020-06-03,0,46
"80+","TX",2020-06-03,0,199
"0-1","TX",2020-06-04,0,0
"1-9","TX",2020-06-04,0,0
"10-19","TX",2020-06-04,0,0
"20-29","TX",2020-06-04,0,4
"30-39","TX",2020-06-04,1,10
"40-49","TX",2020-06-04,4,25
"50-59","TX",2020-06-04,18,72
"60-64","TX",2020-06-04,15,60
"65-69","TX",2020-06-04,16,74
"70-74","TX",2020-06-04,22,69
"75-79","TX",2020-06-04,24,70
"80+","TX",2020-06-04,66,265
"0-1","TX",2020-06-05,0,0
"1-9","TX",2020-06-05,0,0
"10-19","TX",2020-06-05,0,0
"20-29","TX",2020-06-05,0,4
"30-39","TX",2020-06-05,0,10
"40-49","TX",2020-06-05,0,25
"50-59","TX",2020-06-05,0,72
"60-64","TX",2020-06-05,0,60
"65-69","TX",2020-06-05,0,74
"70-74","TX",2020-06-05,0,69
"75-79","TX",2020-06-05,0,70
"80+","TX",2020-06-05,0,265
"0-1","TX",2020-06-06,0,0
"1-9","TX",2020-06-06,0,0
"10-19","TX",2020-06-06,0,0
"20-29","TX",2020-06-06,0,4
"30-39","TX",2020-06-06,0,10
"40-49","TX",2020-06-06,0,25
"50-59","TX",2020-06-06,0,72
"60-64","TX",2020-06-06,0,60
"65-69","TX",2020-06-06,0,74
"70-74","TX",2020-06-06,0,69
"75-79","TX",2020-06-06,0,70
"80+","TX",2020-06-06,0,265
"0-1","TX",2020-06-07,0,0
"1-9","TX",2020-06-07,0,0
"10-19","TX",2020-06-07,0,0
"20-29","TX",2020-06-07,0,4
"30-39","TX",2020-06-07,0,10
"40-49","TX",2020-06-07,0,25
"50-59","TX",2020-06-07,0,72
"60-64","TX",2020-06-07,0,60
"65-69","TX",2020-06-07,0,74
"70-74","TX",2020-06-07,0,69
"75-79","TX",2020-06-07,0,70
"80+","TX",2020-06-07,0,265
"0-1","TX",2020-06-08,0,0
"1-9","TX",2020-06-08,0,0
"10-19","TX",2020-06-08,0,0
"20-29","TX",2020-06-08,0,4
"30-39","TX",2020-06-08,0,10
"40-49","TX",2020-06-08,0,25
"50-59","TX",2020-06-08,0,72
"60-64","TX",2020-06-08,0,60
"65-69","TX",2020-06-08,0,74
"70-74","TX",2020-06-08,0,69
"75-79","TX",2020-06-08,0,70
"80+","TX",2020-06-08,0,265
"0-1","TX",2020-06-09,0,0
"1-9","TX",2020-06-09,0,0
"10-19","TX",2020-06-09,0,0
"20-29","TX",2020-06-09,0,4
"30-39","TX",2020-06-09,0,10
"40-49","TX",2020-06-09,0,25
"50-59","TX",2020-06-09,0,72
"60-64","TX",2020-06-09,0,60
"65-69","TX",2020-06-09,0,74
"70-74","TX",2020-06-09,0,69
"75-79","TX",2020-06-09,0,70
"80+","TX",2020-06-09,0,265
"0-1","TX",2020-06-10,0,0
"1-9","TX",2020-06-10,0,0
"10-19","TX",2020-06-10,0,0
"20-29","TX",2020-06-10,0,4
"30-39","TX",2020-06-10,0,10
"40-49","TX",2020-06-10,0,25
"50-59","TX",2020-06-10,0,72
"60-64","TX",2020-06-10,0,60
"65-69","TX",2020-06-10,0,74
"70-74","TX",2020-06-10,0,69
"75-79","TX",2020-06-10,0,70
"80+","TX",2020-06-10,0,265
"0-1","TX",2020-06-11,0,0
"1-9","TX",2020-06-11,0,0
"10-19","TX",2020-06-11,0,0
"20-29","TX",2020-06-11,0,4
"30-39","TX",2020-06-11,0,10
"40-49","TX",2020-06-11,0,25
"50-59","TX",2020-06-11,0,72
"60-64","TX",2020-06-11,0,60
"65-69","TX",2020-06-11,0,74
"70-74","TX",2020-06-11,0,69
"75-79","TX",2020-06-11,0,70
"80+","TX",2020-06-11,0,265
"0-1","TX",2020-06-12,0,0
"1-9","TX",2020-06-12,0,0
"10-19","TX",2020-06-12,0,0
"20-29","TX",2020-06-12,0,4
"30-39","TX",2020-06-12,0,10
"40-49","TX",2020-06-12,0,25
"50-59","TX",2020-06-12,0,72
"60-64","TX",2020-06-12,0,60
"65-69","TX",2020-06-12,0,74
"70-74","TX",2020-06-12,0,69
"75-79","TX",2020-06-12,0,70
"80+","TX",2020-06-12,0,265
"0-1","TX",2020-06-13,0,0
"1-9","TX",2020-06-13,0,0
"10-19","TX",2020-06-13,0,0
"20-29","TX",2020-06-13,0,4
"30-39","TX",2020-06-13,0,10
"40-49","TX",2020-06-13,0,25
"50-59","TX",2020-06-13,0,72
"60-64","TX",2020-06-13,0,60
"65-69","TX",2020-06-13,0,74
"70-74","TX",2020-06-13,0,69
"75-79","TX",2020-06-13,0,70
"80+","TX",2020-06-13,0,265
"0-1","TX",2020-06-14,0,0
"1-9","TX",2020-06-14,0,0
"10-19","TX",2020-06-14,0,0
"20-29","TX",2020-06-14,0,4
"30-39","TX",2020-06-14,0,10
"40-49","TX",2020-06-14,0,25
"50-59","TX",2020-06-14,0,72
"60-64","TX",2020-06-14,0,60
"65-69","TX",2020-06-14,0,74
"70-74","TX",2020-06-14,0,69
"75-79","TX",2020-06-14,0,70
"80+","TX",2020-06-14,0,265
"0-1","TX",2020-06-15,0,0
"1-9","TX",2020-06-15,0,0
"10-19","TX",2020-06-15,0,0
"20-29","TX",2020-06-15,0,4
"30-39","TX",2020-06-15,0,10
"40-49","TX",2020-06-15,0,25
"50-59","TX",2020-06-15,0,72
"60-64","TX",2020-06-15,0,60
"65-69","TX",2020-06-15,0,74
"70-74","TX",2020-06-15,0,69
"75-79","TX",2020-06-15,0,70
"80+","TX",2020-06-15,0,265
"0-1","TX",2020-06-16,0,0
"1-9","TX",2020-06-16,0,0
"10-19","TX",2020-06-16,0,0
"20-29","TX",2020-06-16,0,4
"30-39","TX",2020-06-16,0,10
"40-49","TX",2020-06-16,0,25
"50-59","TX",2020-06-16,0,72
"60-64","TX",2020-06-16,0,60
"65-69","TX",2020-06-16,0,74
"70-74","TX",2020-06-16,0,69
"75-79","TX",2020-06-16,0,70
"80+","TX",2020-06-16,0,265
"0-1","TX",2020-06-17,0,0
"1-9","TX",2020-06-17,0,0
"10-19","TX",2020-06-17,0,0
"20-29","TX",2020-06-17,0,4
"30-39","TX",2020-06-17,0,10
"40-49","TX",2020-06-17,0,25
"50-59","TX",2020-06-17,0,72
"60-64","TX",2020-06-17,0,60
"65-69","TX",2020-06-17,0,74
"70-74","TX",2020-06-17,0,69
"75-79","TX",2020-06-17,0,70
"80+","TX",2020-06-17,0,265
"0-1","TX",2020-06-18,0,0
"1-9","TX",2020-06-18,0,0
"10-19","TX",2020-06-18,0,0
"20-29","TX",2020-06-18,0,4
"30-39","TX",2020-06-18,0,10
"40-49","TX",2020-06-18,0,25
"50-59","TX",2020-06-18,0,72
"60-64","TX",2020-06-18,0,60
"65-69","TX",2020-06-18,0,74
"70-74","TX",2020-06-18,0,69
"75-79","TX",2020-06-18,0,70
"80+","TX",2020-06-18,0,265
"0-1","TX",2020-06-19,0,0
"1-9","TX",2020-06-19,0,0
"10-19","TX",2020-06-19,0,0
"20-29","TX",2020-06-19,0,4
"30-39","TX",2020-06-19,0,10
"40-49","TX",2020-06-19,0,25
"50-59","TX",2020-06-19,0,72
"60-64","TX",2020-06-19,0,60
"65-69","TX",2020-06-19,0,74
"70-74","TX",2020-06-19,0,69
"75-79","TX",2020-06-19,0,70
"80+","TX",2020-06-19,0,265
"0-1","TX",2020-06-20,0,0
"1-9","TX",2020-06-20,0,0
"10-19","TX",2020-06-20,0,0
"20-29","TX",2020-06-20,0,4
"30-39","TX",2020-06-20,0,10
"40-49","TX",2020-06-20,0,25
"50-59","TX",2020-06-20,0,72
"60-64","TX",2020-06-20,0,60
"65-69","TX",2020-06-20,0,74
"70-74","TX",2020-06-20,0,69
"75-79","TX",2020-06-20,0,70
"80+","TX",2020-06-20,0,265
"0-1","TX",2020-06-21,0,0
"1-9","TX",2020-06-21,0,0
"10-19","TX",2020-06-21,0,0
"20-29","TX",2020-06-21,0,4
"30-39","TX",2020-06-21,0,10
"40-49","TX",2020-06-21,0,25
"50-59","TX",2020-06-21,0,72
"60-64","TX",2020-06-21,0,60
"65-69","TX",2020-06-21,0,74
"70-74","TX",2020-06-21,0,69
"75-79","TX",2020-06-21,0,70
"80+","TX",2020-06-21,0,265
"0-1","TX",2020-06-22,0,0
"1-9","TX",2020-06-22,0,0
"10-19","TX",2020-06-22,0,0
"20-29","TX",2020-06-22,0,4
"30-39","TX",2020-06-22,0,10
"40-49","TX",2020-06-22,0,25
"50-59","TX",2020-06-22,0,72
"60-64","TX",2020-06-22,0,60
"65-69","TX",2020-06-22,0,74
"70-74","TX",2020-06-22,0,69
"75-79","TX",2020-06-22,0,70
"80+","TX",2020-06-22,0,265
"0-1","TX",2020-06-23,0,0
"1-9","TX",2020-06-23,0,0
"10-19","TX",2020-06-23,0,0
"20-29","TX",2020-06-23,0,4
"30-39","TX",2020-06-23,0,10
"40-49","TX",2020-06-23,0,25
"50-59","TX",2020-06-23,0,72
"60-64","TX",2020-06-23,0,60
"65-69","TX",2020-06-23,0,74
"70-74","TX",2020-06-23,0,69
"75-79","TX",2020-06-23,0,70
"80+","TX",2020-06-23,0,265
"0-1","TX",2020-06-24,0,0
"1-9","TX",2020-06-24,0,0
"10-19","TX",2020-06-24,0,0
"20-29","TX",2020-06-24,0,4
"30-39","TX",2020-06-24,0,10
"40-49","TX",2020-06-24,0,25
"50-59","TX",2020-06-24,0,72
"60-64","TX",2020-06-24,0,60
"65-69","TX",2020-06-24,0,74
"70-74","TX",2020-06-24,0,69
"75-79","TX",2020-06-24,0,70
"80+","TX",2020-06-24,0,265
"0-1","TX",2020-06-25,0,0
"1-9","TX",2020-06-25,0,0
"10-19","TX",2020-06-25,0,0
"20-29","TX",2020-06-25,0,4
"30-39","TX",2020-06-25,0,10
"40-49","TX",2020-06-25,0,25
"50-59","TX",2020-06-25,0,72
"60-64","TX",2020-06-25,0,60
"65-69","TX",2020-06-25,0,74
"70-74","TX",2020-06-25,0,69
"75-79","TX",2020-06-25,0,70
"80+","TX",2020-06-25,0,265
"0-1","TX",2020-06-26,0,0
"1-9","TX",2020-06-26,0,0
"10-19","TX",2020-06-26,0,0
"20-29","TX",2020-06-26,0,4
"30-39","TX",2020-06-26,0,10
"40-49","TX",2020-06-26,0,25
"50-59","TX",2020-06-26,0,72
"60-64","TX",2020-06-26,0,60
"65-69","TX",2020-06-26,0,74
"70-74","TX",2020-06-26,0,69
"75-79","TX",2020-06-26,0,70
"80+","TX",2020-06-26,0,265
"0-1","TX",2020-06-27,0,0
"1-9","TX",2020-06-27,0,0
"10-19","TX",2020-06-27,0,0
"20-29","TX",2020-06-27,0,4
"30-39","TX",2020-06-27,0,10
"40-49","TX",2020-06-27,0,25
"50-59","TX",2020-06-27,0,72
"60-64","TX",2020-06-27,0,60
"65-69","TX",2020-06-27,0,74
"70-74","TX",2020-06-27,0,69
"75-79","TX",2020-06-27,0,70
"80+","TX",2020-06-27,0,265
"0-1","TX",2020-06-28,0,0
"1-9","TX",2020-06-28,0,0
"10-19","TX",2020-06-28,0,0
"20-29","TX",2020-06-28,0,4
"30-39","TX",2020-06-28,0,10
"40-49","TX",2020-06-28,0,25
"50-59","TX",2020-06-28,0,72
"60-64","TX",2020-06-28,0,60
"65-69","TX",2020-06-28,0,74
"70-74","TX",2020-06-28,0,69
"75-79","TX",2020-06-28,0,70
"80+","TX",2020-06-28,0,265
"0-1","TX",2020-06-29,0,0
"1-9","TX",2020-06-29,0,0
"10-19","TX",2020-06-29,0,0
"20-29","TX",2020-06-29,0,4
"30-39","TX",2020-06-29,0,10
"40-49","TX",2020-06-29,0,25
"50-59","TX",2020-06-29,0,72
"60-64","TX",2020-06-29,0,60
"65-69","TX",2020-06-29,0,74
"70-74","TX",2020-06-29,0,69
"75-79","TX",2020-06-29,0,70
"80+","TX",2020-06-29,0,265
"0-1","TX",2020-06-30,0,0
"1-9","TX",2020-06-30,0,0
"10-19","TX",2020-06-30,0,0
"20-29","TX",2020-06-30,0,4
"30-39","TX",2020-06-30,0,10
"40-49","TX",2020-06-30,0,25
"50-59","TX",2020-06-30,0,72
"60-64","TX",2020-06-30,0,60
"65-69","TX",2020-06-30,0,74
"70-74","TX",2020-06-30,0,69
"75-79","TX",2020-06-30,0,70
"80+","TX",2020-06-30,0,265
"0-1","TX",2020-07-01,0,0
"1-9","TX",2020-07-01,0,0
"10-19","TX",2020-07-01,0,0
"20-29","TX",2020-07-01,0,4
"30-39","TX",2020-07-01,0,10
"40-49","TX",2020-07-01,0,25
"50-59","TX",2020-07-01,0,72
"60-64","TX",2020-07-01,0,60
"65-69","TX",2020-07-01,0,74
"70-74","TX",2020-07-01,0,69
"75-79","TX",2020-07-01,0,70
"80+","TX",2020-07-01,0,265
"0-1","TX",2020-07-02,0,0
"1-9","TX",2020-07-02,0,0
"10-19","TX",2020-07-02,0,0
"20-29","TX",2020-07-02,0,4
"30-39","TX",2020-07-02,0,10
"40-49","TX",2020-07-02,0,25
"50-59","TX",2020-07-02,0,72
"60-64","TX",2020-07-02,0,60
"65-69","TX",2020-07-02,0,74
"70-74","TX",2020-07-02,0,69
"75-79","TX",2020-07-02,0,70
"80+","TX",2020-07-02,0,265
"0-1","TX",2020-07-03,0,0
"1-9","TX",2020-07-03,0,0
"10-19","TX",2020-07-03,0,0
"20-29","TX",2020-07-03,0,4
"30-39","TX",2020-07-03,0,10
"40-49","TX",2020-07-03,0,25
"50-59","TX",2020-07-03,0,72
"60-64","TX",2020-07-03,0,60
"65-69","TX",2020-07-03,0,74
"70-74","TX",2020-07-03,0,69
"75-79","TX",2020-07-03,0,70
"80+","TX",2020-07-03,0,265
"0-1","TX",2020-07-04,0,0
"1-9","TX",2020-07-04,0,0
"10-19","TX",2020-07-04,0,0
"20-29","TX",2020-07-04,0,4
"30-39","TX",2020-07-04,0,10
"40-49","TX",2020-07-04,0,25
"50-59","TX",2020-07-04,0,72
"60-64","TX",2020-07-04,10,70
"65-69","TX",2020-07-04,1,75
"70-74","TX",2020-07-04,2,71
"75-79","TX",2020-07-04,6,76
"80+","TX",2020-07-04,11,276
"0-1","TX",2020-07-05,0,0
"1-9","TX",2020-07-05,0,0
"10-19","TX",2020-07-05,0,0
"20-29","TX",2020-07-05,0,4
"30-39","TX",2020-07-05,1,11
"40-49","TX",2020-07-05,0,25
"50-59","TX",2020-07-05,0,72
"60-64","TX",2020-07-05,0,70
"65-69","TX",2020-07-05,0,75
"70-74","TX",2020-07-05,0,71
"75-79","TX",2020-07-05,0,76
"80+","TX",2020-07-05,0,276
"0-1","TX",2020-07-06,0,0
"1-9","TX",2020-07-06,0,0
"10-19","TX",2020-07-06,0,0
"20-29","TX",2020-07-06,0,4
"30-39","TX",2020-07-06,0,11
