Data as of,Start week,End Week,State,Sex,Age group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
08/12/2020,02/01/2020,08/08/2020,United States,All,Under 1 year,16,9159,83,2,15,112,
08/12/2020,02/01/2020,08/08/2020,United States,All,1-4 years,10,1751,56,2,41,105,
08/12/2020,02/01/2020,08/08/2020,United States,All,5-14 years,23,2714,88,7,51,155,
08/12/2020,02/01/2020,08/08/2020,United States,All,15-24 years,242,17079,340,81,52,549,
08/12/2020,02/01/2020,08/08/2020,United States,All,25-34 years,1133,35456,1297,499,150,2067,
08/12/2020,02/01/2020,08/08/2020,United States,All,35-44 years,2920,50210,2867,1257,243,4744,
08/12/2020,02/01/2020,08/08/2020,United States,All,45-54 years,7721,93272,7383,3475,574,12099,
08/12/2020,02/01/2020,08/08/2020,United States,All,55-64 years,18579,214898,19984,8669,1225,30901,
08/12/2020,02/01/2020,08/08/2020,United States,All,65-74 years,31488,326074,34038,14673,1427,52049,
08/12/2020,02/01/2020,08/08/2020,United States,All,75-84 years,39348,400208,42629,17812,1459,65423,
08/12/2020,02/01/2020,08/08/2020,United States,All,85 years and over,47712,501561,47346,18758,1368,77496,
08/12/2020,02/01/2020,08/08/2020,United States,All,All ages,149192,1652382,156111,65235,6605,245700,
08/12/2020,02/01/2020,08/08/2020,United States,Male,Under 1 year,11,5086,53,2,8,70,
08/12/2020,02/01/2020,08/08/2020,United States,Male,1-4 years,5,1026,29,1,25,58,
08/12/2020,02/01/2020,08/08/2020,United States,Male,5-14 years,17,1610,45,6,23,79,
08/12/2020,02/01/2020,08/08/2020,United States,Male,15-24 years,154,12624,210,50,27,338,
08/12/2020,02/01/2020,08/08/2020,United States,Male,25-34 years,763,24950,809,337,76,1302,
08/12/2020,02/01/2020,08/08/2020,United States,Male,35-44 years,2028,33014,1827,873,130,3089,
08/12/2020,02/01/2020,08/08/2020,United States,Male,45-54 years,5328,58670,4629,2408,341,7818,
