Data as of,Start week,End Week,State,Sex,Age group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
12/09/2020,02/01/2020,12/05/2020,United States,All Sexes,All Ages,261530,2703232,257672,119560,6868,405464,
12/09/2020,02/01/2020,12/05/2020,United States,All Sexes,Under 1 year,29,15187,146,4,15,186,
12/09/2020,02/01/2020,12/05/2020,United States,All Sexes,0-17 years,133,26908,421,21,123,656,
12/09/2020,02/01/2020,12/05/2020,United States,All Sexes,1-4 years,17,2823,92,2,42,149,
12/09/2020,02/01/2020,12/05/2020,United States,All Sexes,5-14 years,46,4540,124,7,53,216,
12/09/2020,02/01/2020,12/05/2020,United States,All Sexes,15-24 years,449,29167,587,157,55,930,
12/09/2020,02/01/2020,12/05/2020,United States,All Sexes,18-29 years,1089,51517,1349,446,103,2085,
12/09/2020,02/01/2020,12/05/2020,United States,All Sexes,25-34 years,1909,59676,2104,851,154,3301,
12/09/2020,02/01/2020,12/05/2020,United States,All Sexes,30-49 years,11247,178906,10579,5095,574,17224,
12/09/2020,02/01/2020,12/05/2020,United States,All Sexes,35-44 years,4917,84397,4724,2186,251,7676,
12/09/2020,02/01/2020,12/05/2020,United States,All Sexes,45-54 years,13080,153621,12386,6205,593,19745,
12/09/2020,02/01/2020,12/05/2020,United States,All Sexes,50-64 years,39951,444642,41226,19744,1630,62771,
12/09/2020,02/01/2020,12/05/2020,United States,All Sexes,55-64 years,31973,352562,33412,15894,1267,50533,
12/09/2020,02/01/2020,12/05/2020,United States,All Sexes,65-74 years,55985,536982,57773,27799,1497,87200,
12/09/2020,02/01/2020,12/05/2020,United States,All Sexes,75-84 years,70815,654482,71272,33560,1520,109827,
12/09/2020,02/01/2020,12/05/2020,United States,All Sexes,85 years and over,82310,809795,75052,32895,1421,125701,
12/09/2020,02/01/2020,12/05/2020,United States,Male,All Ages,141640,1411896,142226,68009,3552,218768,
12/09/2020,02/01/2020,12/05/2020,United States,Male,Under 1 year,20,8411,89,3,7,113,
12/09/2020,02/01/2020,12/05/2020,United States,Male,0-17 years,77,15862,232,11,64,362,
12/09/2020,02/01/2020,12/05/2020,United States,Male,1-4 years,9,1649,45,1,25,78,
12/09/2020,02/01/2020,12/05/2020,United States,Male,5-14 years,29,2725,64,6,24,111,
12/09/2020,02/01/2020,12/05/2020,United States,Male,15-24 years,271,21556,357,93,27,559,
12/09/2020,02/01/2020,12/05/2020,United States,Male,18-29 years,686,37748,814,262,54,1285,
12/09/2020,02/01/2020,12/05/2020,United States,Male,25-34 years,1226,42235,1284,530,79,2049,
12/09/2020,02/01/2020,12/05/2020,United States,Male,30-49 years,7574,117339,6600,3431,310,10996,
12/09/2020,02/01/2020,12/05/2020,United States,Male,35-44 years,3301,55516,2960,1475,133,4897,
12/09/2020,02/01/2020,12/05/2020,United States,Male,45-54 years,8819,96427,7686,4185,355,12600,
12/09/2020,02/01/2020,12/05/2020,United States,Male,50-64 years,25943,274594,25220,12759,946,39151,
12/09/2020,02/01/2020,12/05/2020,United States,Male,55-64 years,20605,217024,20381,10170,724,31387,
12/09/2020,02/01/2020,12/05/2020,United States,Male,65-74 years,34257,311711,34790,17190,838,52529,
12/09/2020,02/01/2020,12/05/2020,United States,Male,75-84 years,39311,340345,40267,19262,759,60952,
12/09/2020,02/01/2020,12/05/2020,United States,Male,85 years and over,33792,314297,34303,15094,581,53493,
12/09/2020,02/01/2020,12/05/2020,United States,Female,All Ages,119883,1291241,115438,51546,3315,186685,
12/09/2020,02/01/2020,12/05/2020,United States,Female,Under 1 year,9,6752,57,1,8,73,
12/09/2020,02/01/2020,12/05/2020,United States,Female,0-17 years,56,11021,189,10,59,294,
12/09/2020,02/01/2020,12/05/2020,United States,Female,1-4 years,8,1174,47,1,17,71,
12/09/2020,02/01/2020,12/05/2020,United States,Female,5-14 years,17,1815,60,1,29,105,
12/09/2020,02/01/2020,12/05/2020,United States,Female,15-24 years,178,7608,230,64,28,371,
12/09/2020,02/01/2020,12/05/2020,United States,Female,18-29 years,403,13767,535,184,49,800,
12/09/2020,02/01/2020,12/05/2020,United States,Female,25-34 years,683,17439,820,321,75,1252,
12/09/2020,02/01/2020,12/05/2020,United States,Female,30-49 years,3673,61561,3979,1664,264,6228,
12/09/2020,02/01/2020,12/05/2020,United States,Female,35-44 years,1616,28878,1764,711,118,2779,
12/09/2020,02/01/2020,12/05/2020,United States,Female,45-54 years,4259,57190,4699,2019,238,7143,
12/09/2020,02/01/2020,12/05/2020,United States,Female,50-64 years,14006,170036,16004,6984,683,23616,
12/09/2020,02/01/2020,12/05/2020,United States,Female,55-64 years,11368,135529,13030,5724,542,19144,
12/09/2020,02/01/2020,12/05/2020,United States,Female,65-74 years,21727,225260,22982,10608,659,34670,
12/09/2020,02/01/2020,12/05/2020,United States,Female,75-84 years,31502,314121,31002,14296,761,48872,
12/09/2020,02/01/2020,12/05/2020,United States,Female,85 years and over,48516,495475,40747,17800,840,72205,
12/09/2020,02/01/2020,12/05/2020,United States,Unknown,All Ages,7,95,8,5,1,11,
12/09/2020,02/01/2020,12/05/2020,United States,Unknown,Under 1 year,0,24,0,0,0,0,
12/09/2020,02/01/2020,12/05/2020,United States,Unknown,0-17 years,0,25,0,0,0,0,
12/09/2020,02/01/2020,12/05/2020,United States,Unknown,1-4 years,0,0,0,0,0,0,
12/09/2020,02/01/2020,12/05/2020,United States,Unknown,5-14 years,0,0,0,0,0,0,
12/09/2020,02/01/2020,12/05/2020,United States,Unknown,15-24 years,0,3,0,0,0,0,
12/09/2020,02/01/2020,12/05/2020,United States,Unknown,18-29 years,0,2,0,0,0,0,
12/09/2020,02/01/2020,12/05/2020,United States,Unknown,25-34 years,0,2,0,0,0,0,
12/09/2020,02/01/2020,12/05/2020,United States,Unknown,30-49 years,0,6,0,0,0,0,
12/09/2020,02/01/2020,12/05/2020,United States,Unknown,35-44 years,0,3,0,0,0,0,
12/09/2020,02/01/2020,12/05/2020,United States,Unknown,45-54 years,2,4,1,1,0,2,
12/09/2020,02/01/2020,12/05/2020,United States,Unknown,50-64 years,2,12,2,1,1,4,
12/09/2020,02/01/2020,12/05/2020,United States,Unknown,55-64 years,0,9,1,0,1,2,
12/09/2020,02/01/2020,12/05/2020,United States,Unknown,65-74 years,1,11,1,1,0,1,
12/09/2020,02/01/2020,12/05/2020,United States,Unknown,75-84 years,2,16,3,2,0,3,
12/09/2020,02/01/2020,12/05/2020,United States,Unknown,85 years and over,2,23,2,1,0,3,
12/09/2020,02/01/2020,12/05/2020,Alabama,All Sexes,All Ages,4638,50568,3972,1496,103,7211,
12/09/2020,02/01/2020,12/05/2020,Alabama,Male,All Ages,2402,26282,2134,793,61,3800,
12/09/2020,02/01/2020,12/05/2020,Alabama,Male,Under 1 year,,165,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/09/2020,02/01/2020,12/05/2020,Alabama,Male,0-17 years,,323,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/09/2020,02/01/2020,12/05/2020,Alabama,Male,1-4 years,0,36,0,0,0,0,
12/09/2020,02/01/2020,12/05/2020,Alabama,Male,5-14 years,0,55,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/09/2020,02/01/2020,12/05/2020,Alabama,Male,15-24 years,,431,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/09/2020,02/01/2020,12/05/2020,Alabama,Male,18-29 years,13,701,,,,22,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/09/2020,02/01/2020,12/05/2020,Alabama,Male,25-34 years,20,766,23,,,37,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/09/2020,02/01/2020,12/05/2020,Alabama,Male,30-49 years,120,2298,119,41,,201,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/09/2020,02/01/2020,12/05/2020,Alabama,Male,35-44 years,58,1093,60,22,,98,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/09/2020,02/01/2020,12/05/2020,Alabama,Male,45-54 years,145,1954,113,39,,225,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/09/2020,02/01/2020,12/05/2020,Alabama,Male,50-64 years,455,5651,386,132,21,730,
12/09/2020,02/01/2020,12/05/2020,Alabama,Male,55-64 years,362,4473,316,107,16,587,
12/09/2020,02/01/2020,12/05/2020,Alabama,Male,65-74 years,675,6355,602,228,17,1065,
12/09/2020,02/01/2020,12/05/2020,Alabama,Male,75-84 years,692,6463,614,237,,1076,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/09/2020,02/01/2020,12/05/2020,Alabama,Male,85 years and over,446,4491,401,152,,701,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/09/2020,02/01/2020,12/05/2020,Alabama,Female,All Ages,2236,24286,1838,703,42,3411,
12/09/2020,02/01/2020,12/05/2020,Alabama,Female,Under 1 year,0,127,0,0,0,0,
12/09/2020,02/01/2020,12/05/2020,Alabama,Female,0-17 years,0,197,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/09/2020,02/01/2020,12/05/2020,Alabama,Female,1-4 years,0,27,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/09/2020,02/01/2020,12/05/2020,Alabama,Female,5-14 years,0,27,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/09/2020,02/01/2020,12/05/2020,Alabama,Female,15-24 years,,147,,0,0,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/09/2020,02/01/2020,12/05/2020,Alabama,Female,18-29 years,,245,11,,0,15,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/09/2020,02/01/2020,12/05/2020,Alabama,Female,25-34 years,13,332,19,,,26,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/09/2020,02/01/2020,12/05/2020,Alabama,Female,30-49 years,92,1342,76,25,,148,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/09/2020,02/01/2020,12/05/2020,Alabama,Female,35-44 years,40,621,33,,,66,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/09/2020,02/01/2020,12/05/2020,Alabama,Female,45-54 years,121,1298,85,39,,172,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/09/2020,02/01/2020,12/05/2020,Alabama,Female,50-64 years,349,3803,333,108,13,586,
12/09/2020,02/01/2020,12/05/2020,Alabama,Female,55-64 years,269,3008,277,79,,475,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/09/2020,02/01/2020,12/05/2020,Alabama,Female,65-74 years,483,4705,398,161,12,732,
12/09/2020,02/01/2020,12/05/2020,Alabama,Female,75-84 years,599,6347,522,211,,917,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/09/2020,02/01/2020,12/05/2020,Alabama,Female,85 years and over,707,7647,495,196,,1009,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/09/2020,02/01/2020,12/05/2020,Alabama,Unknown,All Ages,0,0,0,0,0,0,
12/09/2020,02/01/2020,12/05/2020,Alabama,Unknown,Under 1 year,0,0,0,0,0,0,
12/09/2020,02/01/2020,12/05/2020,Alabama,Unknown,0-17 years,0,0,0,0,0,0,
12/09/2020,02/01/2020,12/05/2020,Alabama,Unknown,1-4 years,0,0,0,0,0,0,
12/09/2020,02/01/2020,12/05/2020,Alabama,Unknown,5-14 years,0,0,0,0,0,0,
12/09/2020,02/01/2020,12/05/2020,Alabama,Unknown,15-24 years,0,0,0,0,0,0,
12/09/2020,02/01/2020,12/05/2020,Alabama,Unknown,18-29 years,0,0,0,0,0,0,
12/09/2020,02/01/2020,12/05/2020,Alabama,Unknown,25-34 years,0,0,0,0,0,0,
12/09/2020,02/01/2020,12/05/2020,Alabama,Unknown,30-49 years,0,0,0,0,0,0,
12/09/2020,02/01/2020,12/05/2020,Alabama,Unknown,35-44 years,0,0,0,0,0,0,
12/09/2020,02/01/2020,12/05/2020,Alabama,Unknown,45-54 years,0,0,0,0,0,0,
12/09/2020,02/01/2020,12/05/2020,Alabama,Unknown,50-64 years,0,0,0,0,0,0,
12/09/2020,02/01/2020,12/05/2020,Alabama,Unknown,55-64 years,0,0,0,0,0,0,
12/09/2020,02/01/2020,12/05/2020,Alabama,Unknown,65-74 years,0,0,0,0,0,0,
12/09/2020,02/01/2020,12/05/2020,Alabama,Unknown,75-84 years,0,0,0,0,0,0,
12/09/2020,02/01/2020,12/05/2020,Alabama,Unknown,85 years and over,0,0,0,0,0,0,
12/09/2020,02/01/2020,12/05/2020,Alaska,All Sexes,All Ages,104,3764,186,56,,240,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/09/2020,02/01/2020,12/05/2020,Alaska,Male,All Ages,58,2182,101,28,,134,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/09/2020,02/01/2020,12/05/2020,Alaska,Male,Under 1 year,0,19,0,0,0,0,
12/09/2020,02/01/2020,12/05/2020,Alaska,Male,0-17 years,0,50,0,0,0,0,
12/09/2020,02/01/2020,12/05/2020,Alaska,Male,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/09/2020,02/01/2020,12/05/2020,Alaska,Male,5-14 years,0,17,0,0,0,0,
12/09/2020,02/01/2020,12/05/2020,Alaska,Male,15-24 years,0,75,0,0,0,0,
12/09/2020,02/01/2020,12/05/2020,Alaska,Male,18-29 years,0,108,0,0,0,0,
12/09/2020,02/01/2020,12/05/2020,Alaska,Male,25-34 years,0,99,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/09/2020,02/01/2020,12/05/2020,Alaska,Male,30-49 years,,262,11,,0,14,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/09/2020,02/01/2020,12/05/2020,Alaska,Male,35-44 years,,135,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/09/2020,02/01/2020,12/05/2020,Alaska,Male,45-54 years,,178,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/09/2020,02/01/2020,12/05/2020,Alaska,Male,50-64 years,,498,21,,0,27,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/09/2020,02/01/2020,12/05/2020,Alaska,Male,55-64 years,,392,18,,0,23,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/09/2020,02/01/2020,12/05/2020,Alaska,Male,65-74 years,17,496,24,11,0,30,
12/09/2020,02/01/2020,12/05/2020,Alaska,Male,75-84 years,16,484,24,,,34,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/09/2020,02/01/2020,12/05/2020,Alaska,Male,85 years and over,12,284,21,,,29,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/09/2020,02/01/2020,12/05/2020,Alaska,Female,All Ages,46,1582,85,28,,106,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/09/2020,02/01/2020,12/05/2020,Alaska,Female,Under 1 year,0,12,0,0,0,0,
12/09/2020,02/01/2020,12/05/2020,Alaska,Female,0-17 years,0,27,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/09/2020,02/01/2020,12/05/2020,Alaska,Female,1-4 years,0,,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/09/2020,02/01/2020,12/05/2020,Alaska,Female,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/09/2020,02/01/2020,12/05/2020,Alaska,Female,15-24 years,0,31,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
12/09/2020,02/01/2020,12/05/2020,Alaska,Female,18-29 years,,52,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
