"date","age","cum.deaths","daily.deaths","code"
2020-05-14,"20-29",18,NA,"IL"
2020-05-14,"30-39",57,NA,"IL"
2020-05-14,"40-49",130,NA,"IL"
2020-05-14,"50-59",332,NA,"IL"
2020-05-14,"60-69",695,NA,"IL"
2020-05-14,"70-79",966,NA,"IL"
2020-05-14,"80+",1728,NA,"IL"
2020-05-14,"0-19",2,NA,"IL"
2020-05-15,"20-29",18,0,"IL"
2020-05-15,"30-39",59,2,"IL"
2020-05-15,"40-49",138,8,"IL"
2020-05-15,"50-59",341,9,"IL"
2020-05-15,"60-69",714,19,"IL"
2020-05-15,"70-79",991,25,"IL"
2020-05-15,"80+",1794,66,"IL"
2020-05-15,"0-19",3,1,"IL"
2020-05-16,"20-29",18,0,"IL"
2020-05-16,"30-39",61,2,"IL"
2020-05-16,"40-49",140,2,"IL"
2020-05-16,"50-59",352,11,"IL"
2020-05-16,"60-69",721,7,"IL"
2020-05-16,"70-79",1005,14,"IL"
2020-05-16,"80+",1829,35,"IL"
2020-05-16,"0-19",3,0,"IL"
