"date","code","age","cum.deaths","daily.deaths"
2020-06-08,"WA","0-19",0,NA
2020-06-08,"WA","20-39",11,NA
2020-06-08,"WA","40-59",104,NA
2020-06-08,"WA","60-79",441,NA
2020-06-08,"WA","80+",592,NA
2020-06-09,"WA","0-19",0,0
2020-06-09,"WA","20-39",11,0
2020-06-09,"WA","40-59",105,1
2020-06-09,"WA","60-79",446,5
2020-06-09,"WA","80+",599,7
2020-06-10,"WA","0-19",0,0
2020-06-10,"WA","20-39",23,12
2020-06-10,"WA","40-59",107,2
2020-06-10,"WA","60-79",452,6
2020-06-10,"WA","80+",606,7
2020-06-11,"WA","0-19",0,0
2020-06-11,"WA","20-39",23,0
2020-06-11,"WA","40-59",107,0
2020-06-11,"WA","60-79",453,1
2020-06-11,"WA","80+",608,2
2020-06-12,"WA","0-19",0,0
2020-06-12,"WA","20-39",23,0
2020-06-12,"WA","40-59",108,1
2020-06-12,"WA","60-79",457,4
2020-06-12,"WA","80+",613,5
2020-06-13,"WA","0-19",0,0
2020-06-13,"WA","20-39",24,0
2020-06-13,"WA","40-59",109,1
2020-06-13,"WA","60-79",460,4
2020-06-13,"WA","80+",618,5
2020-06-14,"WA","0-19",0,0
2020-06-14,"WA","20-39",24,0
2020-06-14,"WA","40-59",109,0
2020-06-14,"WA","60-79",462,2
2020-06-14,"WA","80+",620,2
