"date","code","age","cum.deaths","daily.deaths"
2020-05-13,"CA","0-19",0,NA
2020-05-13,"CA","20-49",182,NA
2020-05-13,"CA","50-64",455,NA
2020-05-13,"CA","65+",2395,NA
2020-05-14,"CA","0-19",0,0
2020-05-14,"CA","20-49",186,4
2020-05-14,"CA","50-64",466,11
2020-05-14,"CA","65+",2455,60
2020-05-15,"CA","0-19",0,0
2020-05-15,"CA","20-49",192,6
2020-05-15,"CA","50-64",481,15
2020-05-15,"CA","65+",2531,76
2020-05-16,"CA","0-19",0,0
2020-05-16,"CA","20-49",196,4
2020-05-16,"CA","50-64",489,8
2020-05-16,"CA","65+",2576,45
2020-05-17,"CA","0-19",0,0
2020-05-17,"CA","20-49",198,2
2020-05-17,"CA","50-64",495,6
2020-05-17,"CA","65+",2609,33
2020-05-18,"CA","0-19",0,0
2020-05-18,"CA","20-49",201,3
2020-05-18,"CA","50-64",501,6
2020-05-18,"CA","65+",2641,32
2020-05-19,"CA","0-19",0,0
2020-05-19,"CA","20-49",206,5
2020-05-19,"CA","50-64",515,14
2020-05-19,"CA","65+",2714,73
2020-05-20,"CA","0-19",0,0
2020-05-20,"CA","20-49",213,7
2020-05-20,"CA","50-64",531,16
2020-05-20,"CA","65+",2798,84
2020-05-21,"CA","0-19",0,0
2020-05-21,"CA","20-49",218,5
2020-05-21,"CA","50-64",545,14
2020-05-21,"CA","65+",2867,69
2020-05-22,"CA","0-19",0,0
2020-05-22,"CA","20-49",222,4
2020-05-22,"CA","50-64",556,11
2020-05-22,"CA","65+",2929,62
2020-05-23,"CA","0-19",0,0
2020-05-23,"CA","20-49",226,4
2020-05-23,"CA","50-64",566,10
2020-05-23,"CA","65+",2981,52
2020-05-24,"CA","0-19",0,0
2020-05-24,"CA","20-49",228,2
2020-05-24,"CA","50-64",569,3
2020-05-24,"CA","65+",2998,17
2020-05-25,"CA","0-19",0,0
2020-05-25,"CA","20-49",229,1
2020-05-25,"CA","50-64",572,3
