Data as of,Start week,End Week,State,Sex,Age group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
08/05/2020,02/01/2020,08/01/2020,United States,All,Under 1 year,15,8832,82,2,14,109,
08/05/2020,02/01/2020,08/01/2020,United States,All,1-4 years,10,1690,55,2,41,104,
08/05/2020,02/01/2020,08/01/2020,United States,All,5-14 years,20,2611,86,6,50,150,
08/05/2020,02/01/2020,08/01/2020,United States,All,15-24 years,225,16353,326,77,52,522,
08/05/2020,02/01/2020,08/01/2020,United States,All,25-34 years,1074,33993,1250,477,150,1983,
08/05/2020,02/01/2020,08/01/2020,United States,All,35-44 years,2728,48090,2700,1152,242,4489,
08/05/2020,02/01/2020,08/01/2020,United States,All,45-54 years,7299,89394,7066,3281,573,11553,
08/05/2020,02/01/2020,08/01/2020,United States,All,55-64 years,17583,206614,19117,8177,1221,29527,
08/05/2020,02/01/2020,08/01/2020,United States,All,65-74 years,29870,313626,32620,13853,1426,49832,
08/05/2020,02/01/2020,08/01/2020,United States,All,75-84 years,37495,385341,41005,16899,1456,62857,
08/05/2020,02/01/2020,08/01/2020,United States,All,85 years and over,45845,484400,45788,17963,1367,74866,
08/05/2020,02/01/2020,08/01/2020,United States,All,All Ages,142164,1590944,150095,61889,6592,235992,
08/05/2020,02/01/2020,08/01/2020,United States,Male,Under 1 year,9,4909,52,2,8,67,
08/05/2020,02/01/2020,08/01/2020,United States,Male,1-4 years,5,991,28,1,25,57,
08/05/2020,02/01/2020,08/01/2020,United States,Male,5-14 years,15,1550,44,6,22,75,
08/05/2020,02/01/2020,08/01/2020,United States,Male,15-24 years,143,12094,201,46,27,322,
08/05/2020,02/01/2020,08/01/2020,United States,Male,25-34 years,727,23920,783,327,76,1250,
08/05/2020,02/01/2020,08/01/2020,United States,Male,35-44 years,1907,31653,1729,804,129,2938,
08/05/2020,02/01/2020,08/01/2020,United States,Male,45-54 years,5047,56232,4432,2275,340,7472,
08/05/2020,02/01/2020,08/01/2020,United States,Male,55-64 years,11532,127366,11646,5306,694,18418,
08/05/2020,02/01/2020,08/01/2020,United States,Male,65-74 years,18520,182130,19589,8638,792,30112,
08/05/2020,02/01/2020,08/01/2020,United States,Male,75-84 years,20497,200220,22874,9484,724,34498,
08/05/2020,02/01/2020,08/01/2020,United States,Male,85 years and over,17943,186750,20232,7722,559,30928,
08/05/2020,02/01/2020,08/01/2020,United States,Male,All ages,76345,827815,81610,34611,3396,126137,
08/05/2020,02/01/2020,08/01/2020,United States,Female,Under 1 year,6,3909,30,0,6,42,
08/05/2020,02/01/2020,08/01/2020,United States,Female,1-4 years,5,699,27,1,16,47,
08/05/2020,02/01/2020,08/01/2020,United States,Female,5-14 years,5,1061,42,0,28,75,
08/05/2020,02/01/2020,08/01/2020,United States,Female,15-24 years,82,4258,125,31,25,200,
08/05/2020,02/01/2020,08/01/2020,United States,Female,25-34 years,347,10070,467,150,74,733,
08/05/2020,02/01/2020,08/01/2020,United States,Female,35-44 years,821,16433,971,348,113,1551,
08/05/2020,02/01/2020,08/01/2020,United States,Female,45-54 years,2251,33159,2633,1005,233,4080,
08/05/2020,02/01/2020,08/01/2020,United States,Female,55-64 years,6051,79242,7470,2871,526,11107,
08/05/2020,02/01/2020,08/01/2020,United States,Female,65-74 years,11349,131484,13030,5214,634,19719,
08/05/2020,02/01/2020,08/01/2020,United States,Female,75-84 years,16997,185108,18130,7414,732,28358,
08/05/2020,02/01/2020,08/01/2020,United States,Female,85 years and over,27899,297625,25554,10239,808,43935,
08/05/2020,02/01/2020,08/01/2020,United States,Female,All ages,65813,763048,68479,27273,3195,109847,
08/05/2020,02/01/2020,08/01/2020,United States,Unknown,All ages,6,81,6,5,1,8,
08/05/2020,02/01/2020,08/01/2020,United States Total,All,All Ages,142164,1590944,150095,61889,6592,235992,
08/05/2020,02/01/2020,08/01/2020,Alabama,Male,Under 1 year,0,92,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
08/05/2020,02/01/2020,08/01/2020,Alabama,Male,1-4 years,0,19,0,0,0,0,
08/05/2020,02/01/2020,08/01/2020,Alabama,Male,5-14 years,0,36,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
08/05/2020,02/01/2020,08/01/2020,Alabama,Male,15-24 years,,238,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
08/05/2020,02/01/2020,08/01/2020,Alabama,Male,25-34 years,,426,10,,,18,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
08/05/2020,02/01/2020,08/01/2020,Alabama,Male,35-44 years,16,619,32,,,43,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
08/05/2020,02/01/2020,08/01/2020,Alabama,Male,45-54 years,62,1102,55,18,,105,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
08/05/2020,02/01/2020,08/01/2020,Alabama,Male,55-64 years,125,2561,169,38,15,271,
08/05/2020,02/01/2020,08/01/2020,Alabama,Male,65-74 years,206,3468,274,63,16,432,
08/05/2020,02/01/2020,08/01/2020,Alabama,Male,75-84 years,226,3556,301,67,,467,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
08/05/2020,02/01/2020,08/01/2020,Alabama,Male,85 years and over,157,2521,208,51,,320,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
08/05/2020,02/01/2020,08/01/2020,Alabama,Male,All ages,802,14638,1051,247,58,1661,
08/05/2020,02/01/2020,08/01/2020,Alabama,Female,Under 1 year,0,62,0,0,0,0,
08/05/2020,02/01/2020,08/01/2020,Alabama,Female,1-4 years,0,16,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
08/05/2020,02/01/2020,08/01/2020,Alabama,Female,5-14 years,0,19,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
08/05/2020,02/01/2020,08/01/2020,Alabama,Female,15-24 years,0,86,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
08/05/2020,02/01/2020,08/01/2020,Alabama,Female,25-34 years,,187,,,,12,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
08/05/2020,02/01/2020,08/01/2020,Alabama,Female,35-44 years,17,350,15,,,30,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
08/05/2020,02/01/2020,08/01/2020,Alabama,Female,45-54 years,43,743,43,10,,81,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
08/05/2020,02/01/2020,08/01/2020,Alabama,Female,55-64 years,94,1688,156,20,,238,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
08/05/2020,02/01/2020,08/01/2020,Alabama,Female,65-74 years,181,2644,189,58,12,324,
08/05/2020,02/01/2020,08/01/2020,Alabama,Female,75-84 years,188,3547,251,63,,382,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
