Data as of,Start week,End Week,State,Sex,Age group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
05/20/2020,02/01/2020,05/16/2020,United States,All Sexes,Under 1 year,3,4651,41,1,13,56,
05/20/2020,02/01/2020,05/16/2020,United States,All Sexes,1-4 years,2,899,36,2,38,74,
05/20/2020,02/01/2020,05/16/2020,United States,All Sexes,5-14 years,7,1335,43,0,44,94,
05/20/2020,02/01/2020,05/16/2020,United States,All Sexes,15-24 years,76,8165,173,24,46,267,
05/20/2020,02/01/2020,05/16/2020,United States,All Sexes,25-34 years,463,17447,619,206,138,1001,
05/20/2020,02/01/2020,05/16/2020,United States,All Sexes,35-44 years,1186,25039,1402,484,218,2298,
05/20/2020,02/01/2020,05/16/2020,United States,All Sexes,45-54 years,3338,48308,3723,1421,542,6083,
05/20/2020,02/01/2020,05/16/2020,United States,All Sexes,55-64 years,8312,115249,10658,3737,1154,16182,
05/20/2020,02/01/2020,05/16/2020,United States,All Sexes,65-74 years,14447,178278,18387,6515,1359,27458,
05/20/2020,02/01/2020,05/16/2020,United States,All Sexes,75-84 years,18621,223254,24195,8509,1377,35500,
05/20/2020,02/01/2020,05/16/2020,United States,All Sexes,85 years and over,22543,284444,28167,9418,1294,42431,
05/20/2020,02/01/2020,05/16/2020,United States,All Sexes Total,All Ages,68998,907069,87444,30317,6223,131444,
05/20/2020,02/01/2020,05/16/2020,United States,Male,Under 1 year,2,2567,29,1,7,37,
05/20/2020,02/01/2020,05/16/2020,United States,Male,1-4 years,1,507,20,1,22,42,
05/20/2020,02/01/2020,05/16/2020,United States,Male,5-14 years,5,792,20,0,18,43,
05/20/2020,02/01/2020,05/16/2020,United States,Male,15-24 years,51,6038,105,16,24,161,
05/20/2020,02/01/2020,05/16/2020,United States,Male,25-34 years,318,12113,380,145,71,615,
05/20/2020,02/01/2020,05/16/2020,United States,Male,35-44 years,862,16360,915,354,115,1520,
05/20/2020,02/01/2020,05/16/2020,United States,Male,45-54 years,2370,30079,2332,1030,320,3924,
05/20/2020,02/01/2020,05/16/2020,United States,Male,55-64 years,5522,70708,6484,2454,660,10072,
05/20/2020,02/01/2020,05/16/2020,United States,Male,65-74 years,9090,103435,10990,4096,752,16593,
05/20/2020,02/01/2020,05/16/2020,United States,Male,75-84 years,10358,116074,13395,4776,681,19549,
05/20/2020,02/01/2020,05/16/2020,United States,Male,85 years and over,9132,110142,12356,4075,526,17864,
05/20/2020,02/01/2020,05/16/2020,United States,Male Total,"Male, all ages",37711,468815,47026,16948,3196,70420,
05/20/2020,02/01/2020,05/16/2020,United States,Female,Under 1 year,1,2078,12,0,6,19,
05/20/2020,02/01/2020,05/16/2020,United States,Female,1-4 years,1,392,16,1,16,32,
05/20/2020,02/01/2020,05/16/2020,United States,Female,5-14 years,2,543,23,0,26,51,
05/20/2020,02/01/2020,05/16/2020,United States,Female,15-24 years,25,2126,68,8,22,106,
05/20/2020,02/01/2020,05/16/2020,United States,Female,25-34 years,145,5333,239,61,67,386,
05/20/2020,02/01/2020,05/16/2020,United States,Female,35-44 years,324,8676,487,130,103,778,
05/20/2020,02/01/2020,05/16/2020,United States,Female,45-54 years,968,18227,1391,391,222,2159,
05/20/2020,02/01/2020,05/16/2020,United States,Female,55-64 years,2790,44540,4174,1283,494,6110,
05/20/2020,02/01/2020,05/16/2020,United States,Female,65-74 years,5357,74840,7397,2419,607,10865,
05/20/2020,02/01/2020,05/16/2020,United States,Female,75-84 years,8263,107176,10800,3733,696,15951,
05/20/2020,02/01/2020,05/16/2020,United States,Female,85 years and over,13410,174291,15810,5342,768,24566,
05/20/2020,02/01/2020,05/16/2020,United States,Female Total,"Female, all ages",31286,438222,40417,13368,3027,61023,
05/20/2020,02/01/2020,05/16/2020,United States,Unknown,All ages,1,32,1,1,0,1,
05/20/2020,02/01/2020,05/16/2020,United States Total,All sexes,All Ages,68998,907069,87444,30317,6223,131444,
05/20/2020,02/01/2020,05/16/2020,Alabama,Male,Under 1 year,0,42,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,02/01/2020,05/16/2020,Alabama,Male,1-4 years,0,12,0,0,0,0,
05/20/2020,02/01/2020,05/16/2020,Alabama,Male,5-14 years,0,18,0,0,0,0,
05/20/2020,02/01/2020,05/16/2020,Alabama,Male,15-24 years,0,121,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,02/01/2020,05/16/2020,Alabama,Male,25-34 years,,203,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,02/01/2020,05/16/2020,Alabama,Male,35-44 years,,305,15,,,16,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,02/01/2020,05/16/2020,Alabama,Male,45-54 years,21,589,27,,,49,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,02/01/2020,05/16/2020,Alabama,Male,55-64 years,27,1381,90,,15,126,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,02/01/2020,05/16/2020,Alabama,Male,65-74 years,59,1927,138,15,14,196,
05/20/2020,02/01/2020,05/16/2020,Alabama,Male,75-84 years,55,1981,166,19,,209,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,02/01/2020,05/16/2020,Alabama,Male,85 years and over,52,1455,107,15,,149,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,02/01/2020,05/16/2020,Alabama,Male Total,"Male, all ages",217,8034,550,62,53,757,
05/20/2020,02/01/2020,05/16/2020,Alabama,Female,Under 1 year,0,32,0,0,0,0,
05/20/2020,02/01/2020,05/16/2020,Alabama,Female,1-4 years,0,13,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,02/01/2020,05/16/2020,Alabama,Female,5-14 years,0,11,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/20/2020,02/01/2020,05/16/2020,Alabama,Female,15-24 years,0,45,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
